ID	Gene.symbol	Gene.title	log2(fold change)(Stg1-Tumor vs Stg1-Normal)	-log10(Pvalue)(Stg1-Tumor vs Stg1-Normal)
201669_s_at	MARCKS	myristoylated alanine rich protein kinase C substrate	1.929	7.897
201670_s_at	MARCKS	myristoylated alanine rich protein kinase C substrate	1.708	5.128
201674_s_at	AKAP1	A-kinase anchoring protein 1	-1.151	6.192
201690_s_at	TPD52	tumor protein D52	-0.946	2.521
201695_s_at	PNP	purine nucleoside phosphorylase	-1.291	6.408
201700_at	CCND3	cyclin D3	0.723	2.126
201704_at	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative)	-0.808	3.162
201708_s_at	NIPSNAP1	nipsnap homolog 1 (C. elegans)	-1.097	3.893
201709_s_at	NIPSNAP1	nipsnap homolog 1 (C. elegans)	-0.875	3.525
201714_at	TUBG1	tubulin gamma 1	-0.629	2.053
201718_s_at	EPB41L2	erythrocyte membrane protein band 4.1 like 2	1.279	2.263
201719_s_at	EPB41L2	erythrocyte membrane protein band 4.1 like 2	1.397	4.897
201720_s_at	LAPTM5	lysosomal protein transmembrane 5	2.426	3.996
201721_s_at	LAPTM5	lysosomal protein transmembrane 5	2.464	6.112
201722_s_at	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1	1.258	6.957
201724_s_at	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1	0.662	2.514
201728_s_at	KIAA0100	KIAA0100	-1.371	4.998
201740_at	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	-0.668	4.447
201742_x_at	SRSF1	serine and arginine rich splicing factor 1	1.23	3.169
201743_at	CD14	CD14 molecule	1.843	5.013
201751_at	JOSD1	Josephin domain containing 1	1.35	4.913
201752_s_at	ADD3	adducin 3	-0.737	3.202
201755_at	MCM5	minichromosome maintenance complex component 5	3.124	6.963
201756_at	RPA2	replication protein A2	0.584	2.694
201761_at	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	1.377	2.149
201762_s_at	MIR7703///PSME2	microRNA 7703///proteasome activator subunit 2	0.82	3.689
201773_at	ADNP	activity dependent neuroprotector homeobox	0.664	3.225
201776_s_at	EFCAB14	EF-hand calcium binding domain 14	0.739	2.78
201780_s_at	RNF13	ring finger protein 13	0.71	2.632
201784_s_at	C11orf58	chromosome 11 open reading frame 58	0.677	3.435
201791_s_at	DHCR7	7-dehydrocholesterol reductase	-0.919	3.248
201792_at	AEBP1	AE binding protein 1	1.314	2.627
201798_s_at	MYOF	myoferlin	1.465	4.742
201809_s_at	ENG	endoglin	1.438	2.839
201818_at	LPCAT1	lysophosphatidylcholine acyltransferase 1	3.587	5.146
201819_at	SCARB1	scavenger receptor class B member 1	2.653	8.029
201821_s_at	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)	0.88	2.094
201826_s_at	SCCPDH	saccharopine dehydrogenase (putative)	-1.089	3.075
201830_s_at	NET1	neuroepithelial cell transforming 1	0.997	2
201832_s_at	USO1	USO1 vesicle transport factor	0.531	1.993
201834_at	PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1	-0.599	3.115
201839_s_at	EPCAM	epithelial cell adhesion molecule	-2.509	6.523
201847_at	LIPA	lipase A, lysosomal acid type	2.211	9.134
201848_s_at	BNIP3	BCL2 interacting protein 3	1.017	4.434
201849_at	BNIP3	BCL2 interacting protein 3	1.176	4.058
201851_at	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2	1.591	5.62
201852_x_at	COL3A1	collagen type III alpha 1 chain	1.504	2.551
201854_s_at	ATMIN	ATM interactor	-0.645	4.098
201858_s_at	SRGN	serglycin	2.099	7.247
201859_at	SRGN	serglycin	0.988	3.091
201861_s_at	LRRFIP1	LRR binding FLII interacting protein 1	-0.791	3.054
201864_at	GDI1	GDP dissociation inhibitor 1	0.513	2.017
201865_x_at	NR3C1	nuclear receptor subfamily 3 group C member 1	0.689	3.493
201866_s_at	NR3C1	nuclear receptor subfamily 3 group C member 1	1.343	5.459
201870_at	TOMM34	translocase of outer mitochondrial membrane 34	-0.515	2.177
201872_s_at	ABCE1	ATP binding cassette subfamily E member 1	0.647	2.697
201874_at	MPZL1	myelin protein zero like 1	0.97	2.183
201883_s_at	B4GALT1	beta-1,4-galactosyltransferase 1	-1.006	3.541
201885_s_at	CYB5R3	cytochrome b5 reductase 3	0.461	2.262
201886_at	DCAF11	DDB1 and CUL4 associated factor 11	-0.557	2.547
201887_at	IL13RA1	interleukin 13 receptor subunit alpha 1	0.521	2.015
201890_at	RRM2	ribonucleotide reductase regulatory subunit M2	2.774	3.092
201893_x_at	DCN	decorin	-3.047	6.094
201894_s_at	SSR1	signal sequence receptor subunit 1	0.646	2.345
201900_s_at	AKR1A1	aldo-keto reductase family 1 member A1	-1.565	8.237
201903_at	UQCRC1	ubiquinol-cytochrome c reductase core protein I	-1.495	7.032
201904_s_at	CTDSPL	CTD small phosphatase like	-1.553	4.9
201906_s_at	CTDSPL	CTD small phosphatase like	-0.888	3.186
201913_s_at	COASY	Coenzyme A synthase	-0.745	3.667
201916_s_at	SEC63	SEC63 homolog, protein translocation regulator	0.495	2.203
201917_s_at	SLC25A36	solute carrier family 25 member 36	-1.107	3.715
201918_at	SLC25A36	solute carrier family 25 member 36	-1.125	4.197
201919_at	SLC25A36	solute carrier family 25 member 36	-0.556	3.15
201921_at	GNG10	G protein subunit gamma 10	0.564	2.3
201923_at	PRDX4	peroxiredoxin 4	1.245	4.987
201927_s_at	PKP4	plakophilin 4	-1.044	2.863
201931_at	ETFA	electron transfer flavoprotein alpha subunit	-0.701	2.421
201932_at	LRRC41	leucine rich repeat containing 41	1.638	2.38
201938_at	CDK2AP1	cyclin dependent kinase 2 associated protein 1	0.94	4.116
201939_at	PLK2	polo like kinase 2	3.437	5.816
201953_at	CIB1	calcium and integrin binding 1	-0.764	2.965
201954_at	ARPC1B	actin related protein 2/3 complex subunit 1B	1.588	4.825
201955_at	CCNC	cyclin C	-0.578	2.761
201966_at	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	-0.964	4.631
201970_s_at	NASP	nuclear autoantigenic sperm protein	1.156	3.146
201972_at	ATP6V1A	ATPase H+ transporting V1 subunit A	-1.149	7.235
201976_s_at	MYO10	myosin X	-0.794	2.392
201980_s_at	RSU1	Ras suppressor protein 1	0.741	3.194
201981_at	PAPPA	pappalysin 1	-1.976	4.072
201983_s_at	EGFR	epidermal growth factor receptor	1.346	4.317
201984_s_at	EGFR	epidermal growth factor receptor	1.127	2.099
201987_at	MED13	mediator complex subunit 13	-0.734	4.362
201988_s_at	CREBL2	cAMP responsive element binding protein like 2	0.851	3.256
201989_s_at	CREBL2	cAMP responsive element binding protein like 2	0.678	3.701
201998_at	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	-1.206	3.286
202000_at	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	-0.743	3.763
202001_s_at	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	-0.804	4.899
202004_x_at	SDHC	succinate dehydrogenase complex subunit C	-0.786	3.359
202005_at	ST14	suppression of tumorigenicity 14	-1.379	3.654
202006_at	PTPN12	protein tyrosine phosphatase, non-receptor type 12	1.509	5.686
202007_at	NID1	nidogen 1	1.986	3.569
202008_s_at	NID1	nidogen 1	1.01	2.423
202012_s_at	EXT2	exostosin glycosyltransferase 2	0.617	2.374
202016_at	MEST	mesoderm specific transcript	-0.954	2.117
202017_at	EPHX1	epoxide hydrolase 1	-0.923	2.977
202022_at	ALDOC	aldolase, fructose-bisphosphate C	1.739	3.564
202023_at	EFNA1	ephrin A1	1.602	5.726
202025_x_at	ACAA1	acetyl-CoA acyltransferase 1	-1.857	6.616
202026_at	SDHD	succinate dehydrogenase complex subunit D	-0.566	2.127
202035_s_at	SFRP1	secreted frizzled related protein 1	-4.376	7.427
202036_s_at	SFRP1	secreted frizzled related protein 1	-5.462	12.808
202037_s_at	SFRP1	secreted frizzled related protein 1	-3.822	13.941
202042_at	LOC101928623///HARS	uncharacterized LOC101928623///histidyl-tRNA synthetase	0.616	3.589
202045_s_at	ARHGAP35	Rho GTPase activating protein 35	-0.553	2.158
202053_s_at	ALDH3A2	aldehyde dehydrogenase 3 family member A2	-1.582	6.483
202054_s_at	ALDH3A2	aldehyde dehydrogenase 3 family member A2	-1.396	2.998
202071_at	SDC4	syndecan 4	-0.773	2.622
202083_s_at	SEC14L1	SEC14 like lipid binding 1	1.295	2.215
202090_s_at	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI	-0.839	3.175
202094_at	BIRC5	baculoviral IAP repeat containing 5	1.85	2.916
202095_s_at	BIRC5	baculoviral IAP repeat containing 5	1.785	2.211
202100_at	RALB	RALB Ras like proto-oncogene B	0.703	3.575
202101_s_at	RALB	RALB Ras like proto-oncogene B	1.412	2.811
202102_s_at	BRD4	bromodomain containing 4	-0.6	2.481
202107_s_at	MCM2	minichromosome maintenance complex component 2	1.052	2.242
202108_at	PEPD	peptidase D	-2.346	7.669
202110_at	COX7B	cytochrome c oxidase subunit 7B	-0.934	5.572
202112_at	VWF	von Willebrand factor	3.938	5.498
202124_s_at	TRAK2	trafficking kinesin protein 2	-0.675	2.253
202125_s_at	TRAK2	trafficking kinesin protein 2	-0.609	3.782
202133_at	WWTR1	WW domain containing transcription regulator 1	0.766	2.928
202136_at	ZMYND11	zinc finger MYND-type containing 11	-0.474	2.515
202138_x_at	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	-0.778	3.241
202148_s_at	PYCR1	pyrroline-5-carboxylate reductase 1	-1.369	3.778
202153_s_at	NUP62	nucleoporin 62	1.13	3.544
202156_s_at	CELF2	CUGBP, Elav-like family member 2	1.039	2.446
202157_s_at	CELF2	CUGBP, Elav-like family member 2	1.155	3.96
202161_at	PKN1	protein kinase N1	1.635	4.453
202162_s_at	CNOT8	CCR4-NOT transcription complex subunit 8	1.514	3.926
202163_s_at	CNOT8	CCR4-NOT transcription complex subunit 8	1.045	2.204
202164_s_at	CNOT8	CCR4-NOT transcription complex subunit 8	1.123	4.861
202169_s_at	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	0.466	2.464
202178_at	PRKCZ	protein kinase C zeta	-1.401	5.652
202181_at	SUSD6	sushi domain containing 6	0.558	2.531
202182_at	KAT2A	lysine acetyltransferase 2A	-0.525	2.261
202183_s_at	KIF22	kinesin family member 22	-0.467	2.102
202185_at	PLOD3	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	0.602	2.064
202200_s_at	SRPK1	SRSF protein kinase 1	-0.737	3.737
202202_s_at	LAMA4	laminin subunit alpha 4	2.54	5.261
202204_s_at	AMFR	autocrine motility factor receptor	-1.425	6.725
202206_at	ARL4C	ADP ribosylation factor like GTPase 4C	1.632	2.706
202207_at	ARL4C	ADP ribosylation factor like GTPase 4C	2.049	5.503
202208_s_at	ARL4C	ADP ribosylation factor like GTPase 4C	2.036	3.746
202209_at	LSM3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	-0.647	3.332
202211_at	ARFGAP3	ADP ribosylation factor GTPase activating protein 3	0.741	3.44
202214_s_at	CUL4B	cullin 4B	0.717	2.636
202217_at	C21orf33	chromosome 21 open reading frame 33	-1.444	6.651
202233_s_at	UQCRHL///UQCRH	ubiquinol-cytochrome c reductase hinge protein like///ubiquinol-cytochrome c reductase hinge protein	-1.336	2.598
202235_at	SLC16A1	solute carrier family 16 member 1	2.519	3.534
202236_s_at	SLC16A1	solute carrier family 16 member 1	1.61	3.011
202237_at	LOC101928916///NNMT	uncharacterized LOC101928916///nicotinamide N-methyltransferase	4.434	9.05
202238_s_at	LOC101928916///NNMT	uncharacterized LOC101928916///nicotinamide N-methyltransferase	5.695	7.156
202241_at	TRIB1	tribbles pseudokinase 1	-1.391	3.993
202245_at	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	-0.686	2.846
202264_s_at	TOMM40	translocase of outer mitochondrial membrane 40	-0.712	2.892
202266_at	TDP2	tyrosyl-DNA phosphodiesterase 2	-0.635	2.058
202269_x_at	GBP1	guanylate binding protein 1	1.475	4.416
202270_at	GBP1	guanylate binding protein 1	2.359	5.799
202274_at	ACTG2	actin, gamma 2, smooth muscle, enteric	2.033	2.515
202276_at	SHFM1	split hand/foot malformation (ectrodactyly) type 1	0.543	2.523
202277_at	SPTLC1	serine palmitoyltransferase long chain base subunit 1	0.47	2.021
202278_s_at	SPTLC1	serine palmitoyltransferase long chain base subunit 1	1.002	2.296
202279_at	C14orf2	chromosome 14 open reading frame 2	-1.235	4.631
202281_at	GAK	cyclin G associated kinase	-0.705	2.698
202282_at	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	-1.321	7.183
202284_s_at	CDKN1A	cyclin dependent kinase inhibitor 1A	1.279	3.117
202286_s_at	TACSTD2	tumor-associated calcium signal transducer 2	-3.265	4.425
202288_at	MTOR	mechanistic target of rapamycin	-0.869	3.28
202292_x_at	LYPLA2	lysophospholipase II	-0.763	3.564
202293_at	STAG1	stromal antigen 1	1.206	4.647
202295_s_at	CTSH	cathepsin H	-1.775	7.53
202299_s_at	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	-1.024	4.921
202300_at	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	-0.837	4.811
202302_s_at	RSRC2	arginine and serine rich coiled-coil 2	0.602	3.215
202304_at	FNDC3A	fibronectin type III domain containing 3A	0.829	3.167
202306_at	POLR2G	RNA polymerase II subunit G	0.512	2.334
202307_s_at	TAP1	transporter 1, ATP binding cassette subfamily B member	2.367	4.173
202310_s_at	COL1A1	collagen type I alpha 1 chain	2.128	2.841
202311_s_at	COL1A1	collagen type I alpha 1 chain	1.698	2.431
202315_s_at	BCR	BCR, RhoGEF and GTPase activating protein	-0.803	3.645
202324_s_at	ACBD3	acyl-CoA binding domain containing 3	0.621	2.254
202325_s_at	ATP5J	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6	-0.854	5.547
202331_at	BCKDHA	branched chain keto acid dehydrogenase E1, alpha polypeptide	-0.484	2.514
202336_s_at	PAM	peptidylglycine alpha-amidating monooxygenase	0.747	2.864
202342_s_at	TRIM2	tripartite motif containing 2	-0.805	2.852
202343_x_at	COX5B	cytochrome c oxidase subunit 5B	-0.584	3.511
202345_s_at	FABP5	fatty acid binding protein 5	2.306	3.875
202348_s_at	TOR1A	torsin family 1 member A	0.561	2.186
202363_at	SPOCK1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1	-1.906	3.113
202364_at	MXI1	MAX interactor 1, dimerization protein	1.104	3.391
202366_at	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain	-0.813	2.209
202367_at	CUX1	cut like homeobox 1	-0.884	3.004
202370_s_at	CBFB	core-binding factor beta subunit	1.209	6.156
202374_s_at	RAB3GAP2///AURKAPS1	RAB3 GTPase activating non-catalytic protein subunit 2///aurora kinase A pseudogene 1	0.973	3.999
202375_at	SEC24D	SEC24 homolog D, COPII coat complex component	1.225	2.345
202381_at	ADAM9	ADAM metallopeptidase domain 9	0.859	2.234
202382_s_at	GNPDA1	glucosamine-6-phosphate deaminase 1	-0.815	2.283
202386_s_at	KIAA0430	KIAA0430	0.571	2.365
202387_at	BAG1	BCL2 associated athanogene 1	-0.807	2.438
202396_at	TCERG1	transcription elongation regulator 1	0.908	3.108
202399_s_at	C15orf38-AP3S2///AP3S2	C15orf38-AP3S2 readthrough///adaptor related protein complex 3 sigma 2 subunit	-0.559	2.533
202404_s_at	COL1A2	collagen type I alpha 2 chain	2.652	4.439
202411_at	IFI27	interferon alpha inducible protein 27	2.448	4.147
202413_s_at	USP1	ubiquitin specific peptidase 1	0.737	3.57
202421_at	IGSF3	immunoglobulin superfamily member 3	-1.07	3.315
202423_at	KAT6A	lysine acetyltransferase 6A	0.595	1.99
202428_x_at	DBI	diazepam binding inhibitor, acyl-CoA binding protein	-0.741	3.524
202430_s_at	PLSCR1	phospholipid scramblase 1	0.585	2.052
202431_s_at	MYC	v-myc avian myelocytomatosis viral oncogene homolog	1.648	2.684
202435_s_at	CYP1B1	cytochrome P450 family 1 subfamily B member 1	-1.605	2.042
202436_s_at	CYP1B1	cytochrome P450 family 1 subfamily B member 1	-1.967	4.145
202437_s_at	CYP1B1	cytochrome P450 family 1 subfamily B member 1	-1.833	2.524
202443_x_at	NOTCH2	notch 2	0.549	2.37
202446_s_at	PLSCR1	phospholipid scramblase 1	1.432	6.496
202447_at	DECR1	2,4-dienoyl-CoA reductase 1, mitochondrial	-1.387	7.439
202449_s_at	RXRA	retinoid X receptor alpha	-0.799	2.517
202453_s_at	GTF2H1	general transcription factor IIH subunit 1	0.518	2.903
202458_at	PRSS23	protease, serine 23	1.317	2.892
202462_s_at	DDX46	DEAD-box helicase 46	0.454	2.294
202466_at	PAPD7	poly(A) RNA polymerase D7, non-canonical	0.467	2.331
202468_s_at	CTNNAL1	catenin alpha like 1	-0.985	3.753
202475_at	TMEM147	transmembrane protein 147	-0.575	2.863
202477_s_at	TUBGCP2	tubulin gamma complex associated protein 2	-0.501	2.127
202478_at	TRIB2	tribbles pseudokinase 2	1.459	4.226
202483_s_at	RANBP1	RAN binding protein 1	1.197	3.459
202484_s_at	MBD2	methyl-CpG binding domain protein 2	0.654	3.519
202497_x_at	SLC2A3	solute carrier family 2 member 3	3.195	3.731
202498_s_at	SLC2A3	solute carrier family 2 member 3	2	3.734
202499_s_at	SLC2A3	solute carrier family 2 member 3	2.324	3.568
202501_at	MAPRE2	microtubule associated protein RP/EB family member 2	0.995	2.581
202502_at	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain	-0.823	2.842
202503_s_at	KIAA0101	KIAA0101	1.509	2.594
202505_at	SNRPB2	small nuclear ribonucleoprotein polypeptide B2	0.686	2.347
202510_s_at	TNFAIP2	TNF alpha induced protein 2	1.161	4.307
202524_s_at	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2	-1.068	3.31
202525_at	PRSS8	protease, serine 8	-1.537	3.783
202527_s_at	SMAD4	SMAD family member 4	0.844	3.344
202531_at	IRF1	interferon regulatory factor 1	0.687	2.633
202532_s_at	DHFR	dihydrofolate reductase	-0.733	2.537
202542_s_at	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	0.61	2.518
202548_s_at	ARHGEF7	Rho guanine nucleotide exchange factor 7	0.693	2.361
202549_at	VAPB	VAMP associated protein B and C	-0.923	3.011
202550_s_at	VAPB	VAMP associated protein B and C	-0.342	2.076
202554_s_at	GSTM3	glutathione S-transferase mu 3	-2.602	5.841
202557_at	HSPA13	heat shock protein family A (Hsp70) member 13	1.007	2.733
202564_x_at	ARL2	ADP ribosylation factor like GTPase 2	-1.131	5.36
202566_s_at	SVIL	supervillin	1.004	2.874
202573_at	CSNK1G2	casein kinase 1 gamma 2	-0.577	2.599
202579_x_at	HMGN4	high mobility group nucleosomal binding domain 4	0.605	2.657
202586_at	POLR2L	RNA polymerase II subunit L	-1.37	2.119
202587_s_at	AK1	adenylate kinase 1	-0.693	2.174
202589_at	TYMS	thymidylate synthetase	1.762	3.767
202590_s_at	PDK2	pyruvate dehydrogenase kinase 2	-0.644	3.051
202591_s_at	SSBP1	single stranded DNA binding protein 1	0.579	2.966
202592_at	BLOC1S1	biogenesis of lysosomal organelles complex 1 subunit 1	-0.615	3.129
202594_at	LEPROTL1	leptin receptor overlapping transcript-like 1	1.281	5.591
202595_s_at	LEPROTL1	leptin receptor overlapping transcript-like 1	1.292	5.146
202597_at	IRF6	interferon regulatory factor 6	-0.96	3.639
202603_at	ADAM10	ADAM metallopeptidase domain 10	0.912	3.558
202604_x_at	ADAM10	ADAM metallopeptidase domain 10	1.417	4.116
202609_at	EPS8	epidermal growth factor receptor pathway substrate 8	0.69	3.14
202619_s_at	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	1.556	4.077
202620_s_at	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	1.49	5.094
202621_at	IRF3	interferon regulatory factor 3	0.484	2.143
202625_at	LYN	LYN proto-oncogene, Src family tyrosine kinase	1.229	3.78
202626_s_at	LYN	LYN proto-oncogene, Src family tyrosine kinase	1.202	2.609
202627_s_at	SERPINE1	serpin family E member 1	2.528	3.365
202628_s_at	SERPINE1	serpin family E member 1	2.476	2.914
202642_s_at	TRRAP	transformation/transcription domain associated protein	0.723	2.721
202643_s_at	TNFAIP3	TNF alpha induced protein 3	1.242	2.979
202644_s_at	TNFAIP3	TNF alpha induced protein 3	1.382	4.196
202646_s_at	CSDE1	cold shock domain containing E1	-0.483	2.983
202649_x_at	RPS19	ribosomal protein S19	0.911	3.898
202651_at	LPGAT1	lysophosphatidylglycerol acyltransferase 1	1.265	4.466
202654_x_at	MARCH7	membrane associated ring-CH-type finger 7	0.889	2.962
202656_s_at	SERTAD2	SERTA domain containing 2	1.186	4.368
202657_s_at	SERTAD2	SERTA domain containing 2	1.098	5.171
202659_at	PSMB10	proteasome subunit beta 10	1.566	3.025
202660_at	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	-0.994	2.37
202661_at	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	-1.303	3.164
202663_at	WIPF1	WAS/WASL interacting protein family member 1	1.527	3.359
202664_at	WIPF1	WAS/WASL interacting protein family member 1	1.482	4.188
202671_s_at	PDXK	pyridoxal (pyridoxine, vitamin B6) kinase	-1.102	2.707
202675_at	SDHB	succinate dehydrogenase complex iron sulfur subunit B	-0.627	2.489
202679_at	NPC1	NPC intracellular cholesterol transporter 1	0.779	2.581
202686_s_at	AXL	AXL receptor tyrosine kinase	1.745	5.215
202688_at	TNFSF10	tumor necrosis factor superfamily member 10	0.619	2.537
202690_s_at	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide	1.001	3.564
202698_x_at	COX4I1	cytochrome c oxidase subunit 4I1	-0.663	3.152
202700_s_at	TMEM63A	transmembrane protein 63A	-0.97	2.492
202704_at	TOB1	transducer of ERBB2, 1	-0.765	2.084
202712_s_at	CKMT1A///CKMT1B	creatine kinase, mitochondrial 1A///creatine kinase, mitochondrial 1B	-1.945	2.977
202718_at	IGFBP2	insulin like growth factor binding protein 2	-2.021	6.064
202719_s_at	TES	testin LIM domain protein	0.684	2.05
202720_at	TES	testin LIM domain protein	0.794	1.997
202727_s_at	IFNGR1	interferon gamma receptor 1	1.435	5.929
202730_s_at	MIR4680///PDCD4	microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)	1.332	3.055
202731_at	MIR4680///PDCD4	microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)	1.003	3.566
