ID	Gene.symbol	Gene.title	log2(fold change)(AR vs TX)	-log10(Pvalue)(AR vs TX)
1686_g_at	SPHAR///RAB4A	S-phase response (cyclin related)///RAB4A, member RAS oncogene family	-0.383	2.805
1689_at	DCHS1	dachsous cadherin-related 1	0.509	2.76
1690_at	PCDHGB5///PCDHGB4	protocadherin gamma subfamily B, 5///protocadherin gamma subfamily B, 4	0.448	3.031
1692_s_at	GFRA2	GDNF family receptor alpha 2	0.456	2.991
1693_s_at	TIMP1	TIMP metallopeptidase inhibitor 1	1.511	7.938
1695_at	NEDD8	neural precursor cell expressed, developmentally down-regulated 8	-0.29	1.917
1696_at	POLB	DNA polymerase beta	0.307	3.739
1700_at	MIR3190///MIR3191///BBC3	microRNA 3190///microRNA 3191///BCL2 binding component 3	0.557	4.757
1701_at	TEP1	telomerase associated protein 1	0.204	1.707
1702_at	IL2RA	interleukin 2 receptor subunit alpha	0.578	1.928
1704_at	VAV2	vav guanine nucleotide exchange factor 2	0.807	4.312
1705_s_at	RARB	retinoic acid receptor beta	0.441	2.315
1707_g_at	ARAF	A-Raf proto-oncogene, serine/threonine kinase	0.248	2.121
1708_at	MAPK10	mitogen-activated protein kinase 10	-0.68	4.17
1709_g_at	MAPK10	mitogen-activated protein kinase 10	0.397	3.204
170_at	CDX2	caudal type homeobox 2	0.378	3.645
1711_at	TP53BP1	tumor protein p53 binding protein 1	0.468	4.311
1712_s_at	MAP2K4	mitogen-activated protein kinase kinase 4	0.519	3.246
1714_at	RREB1	ras responsive element binding protein 1	0.301	1.79
1716_at	KSR1	kinase suppressor of ras 1	0.501	6.03
1717_s_at	BIRC3	baculoviral IAP repeat containing 3	1.365	3.778
1718_at	ARPC2	actin related protein 2/3 complex subunit 2	0.908	4.138
1719_at	MSH3	mutS homolog 3	-2.036	10.066
171_at	VBP1	VHL binding protein 1	-0.983	5.133
1722_at	MAP2K5	mitogen-activated protein kinase kinase 5	0.313	1.742
1724_at	E2F4	E2F transcription factor 4	0.353	3.443
1725_s_at	UBE3A	ubiquitin protein ligase E3A	-0.794	3.19
1726_at	POLE	DNA polymerase epsilon, catalytic subunit	0.354	4.12
1728_at	COMMD3-BMI1///BMI1	COMMD3-BMI1 readthrough///BMI1 proto-oncogene, polycomb ring finger	-0.704	2.969
172_at	INPP5D	inositol polyphosphate-5-phosphatase D	0.804	4.334
1730_s_at	FGF4	fibroblast growth factor 4	0.5	2.176
1735_g_at	TGFB3	transforming growth factor beta 3	0.568	4.412
1737_s_at	IGFBP4	insulin like growth factor binding protein 4	-1.789	6.279
1738_at	CDC25A	cell division cycle 25A	0.404	3.508
1739_at	FOLH1B///FOLH1	folate hydrolase 1B///folate hydrolase (prostate-specific membrane antigen) 1	-1.736	8.004
173_at	CDH18	cadherin 18	0.415	1.715
1740_g_at	FOLH1B///FOLH1	folate hydrolase 1B///folate hydrolase (prostate-specific membrane antigen) 1	-0.737	4.123
1743_s_at	SKIL	SKI-like proto-oncogene	0.665	2.18
1744_at			0.424	3.902
1745_at	RET	ret proto-oncogene	0.455	2.185
1746_s_at	TRAF2	TNF receptor associated factor 2	0.396	2.482
1747_at	DNASE2	deoxyribonuclease 2, lysosomal	0.302	3.477
1748_s_at	KLF1	Kruppel like factor 1	0.316	1.826
1749_at	GCDH	glutaryl-CoA dehydrogenase	-0.527	3.774
1750_at	FARSA	phenylalanyl-tRNA synthetase alpha subunit	0.292	3.001
1751_g_at	FARSA	phenylalanyl-tRNA synthetase alpha subunit	-0.456	3.727
1753_s_at	RAD23A	RAD23 homolog A, nucleotide excision repair protein	0.397	2.144
1756_f_at	CYP3A4	cytochrome P450 family 3 subfamily A member 4	-0.441	2.904
1757_i_at	CYP3A7-CYP3A51P///CYP3A7	CYP3A7-CYP3A51P readthrough///cytochrome P450 family 3 subfamily A member 7	1.197	1.708
1760_s_at	PTPN7	protein tyrosine phosphatase, non-receptor type 7	0.573	6.973
1761_at	PDGFRL	platelet derived growth factor receptor like	0.538	3.065
1762_at	PMS2P4	PMS1 homolog 2, mismatch repair system component pseudogene 4	0.439	1.807
1763_at	PMS2P5	PMS1 homolog 2, mismatch repair system component pseudogene 5	0.317	2.372
1764_s_at	MAZ	MYC associated zinc finger protein	0.502	3.032
1768_s_at	CSK	c-src tyrosine kinase	0.569	5.79
1769_at	MAST1	microtubule associated serine/threonine kinase 1	0.353	2.941
1773_at	CHURC1-FNTB///FNTB	CHURC1-FNTB readthrough///farnesyltransferase, CAAX box, beta	0.374	5.486
1774_at	MXD1	MAX dimerization protein 1	0.969	2.861
1775_at	POLA2	DNA polymerase alpha 2, accessory subunit	0.344	2.227
1776_at	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	0.727	5.094
1777_at	RIN1	Ras and Rab interactor 1	0.463	3.268
1778_g_at	RIN1	Ras and Rab interactor 1	0.65	4.193
1779_s_at	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	0.61	3.315
177_at	PLD1	phospholipase D1	0.418	1.961
1780_at	FGR	FGR proto-oncogene, Src family tyrosine kinase	0.557	4.906
1785_at	KDM5A	lysine demethylase 5A	-0.326	1.774
1786_at	MERTK	MER proto-oncogene, tyrosine kinase	0.216	1.675
1787_at	CDKN1C	cyclin dependent kinase inhibitor 1C	-0.664	5.919
1788_s_at	DUSP4	dual specificity phosphatase 4	0.519	6.007
1789_at	COPS5	COP9 signalosome subunit 5	-1.244	6.639
178_f_at	PMS2P1	PMS1 homolog 2, mismatch repair system component pseudogene 1	-0.453	2.541
1795_g_at	CCND3	cyclin D3	0.766	7.162
1796_s_at	MIR8085///BCL3	microRNA 8085///B-cell CLL/lymphoma 3	0.701	6.012
1798_at	SLC39A6	solute carrier family 39 member 6	-0.726	3.304
179_at	DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene	0.456	4.985
1801_at	BARD1	BRCA1 associated RING domain 1	0.516	4.681
1803_at	CDK1	cyclin dependent kinase 1	0.56	3.229
1804_at	KLK3	kallikrein related peptidase 3	0.509	4.477
1808_s_at	FAS	Fas cell surface death receptor	0.367	2.862
180_at	MBOAT7	membrane bound O-acyltransferase domain containing 7	0.458	1.755
1810_s_at	PRKCD	protein kinase C delta	0.317	1.713
1811_at	PTPRH	protein tyrosine phosphatase, receptor type H	0.519	2.516
1819_at	RAP2A	RAP2A, member of RAS oncogene family	0.345	2.615
181_g_at	MBOAT7	membrane bound O-acyltransferase domain containing 7	0.47	2.546
1821_at	RAP2B	RAP2B, member of RAS oncogene family	0.666	7.805
1823_g_at	RET	ret proto-oncogene	0.477	3.422
1826_at	RHOB	ras homolog family member B	-0.7	6.573
1827_s_at	MYC	v-myc avian myelocytomatosis viral oncogene homolog	0.426	2.549
1832_at	MCC	mutated in colorectal cancers	0.375	2.96
1837_at	RRAS2	related RAS viral (r-ras) oncogene homolog 2	-0.828	7.263
1838_g_at	RRAS2	related RAS viral (r-ras) oncogene homolog 2	-0.45	3.418
183_at	MAP2	microtubule associated protein 2	0.361	1.879
1844_s_at	MAP2K1	mitogen-activated protein kinase kinase 1	-0.249	1.726
1847_s_at	BCL2	BCL2, apoptosis regulator	0.376	2.085
184_at	APLNR	apelin receptor	0.613	5.48
1850_at	MLH1	mutL homolog 1	0.463	2.573
1851_s_at	FASLG	Fas ligand	0.23	1.711
1853_at	WNT1	Wnt family member 1	0.626	7.669
1854_at	MYBL2	MYB proto-oncogene like 2	0.913	1.724
1855_at	FGF3	fibroblast growth factor 3	0.384	3.031
1857_at	SMAD7	SMAD family member 7	-0.862	6.526
1858_at	FASLG	Fas ligand	0.561	3.366
185_at	NOVA1	NOVA alternative splicing regulator 1	-0.443	2.575
1862_at	ATM	ATM serine/threonine kinase	0.429	2.042
1865_at	SKIL	SKI-like proto-oncogene	1.07	3.647
1866_g_at	SKIL	SKI-like proto-oncogene	0.296	2.016
1873_at	XPC	XPC complex subunit, DNA damage recognition and repair factor	-0.711	7.895
1875_f_at	PMS2P3	PMS1 homolog 2, mismatch repair system component pseudogene 3	-0.603	4.565
1877_g_at	RALA	RALA Ras like proto-oncogene A	-0.786	7.197
1878_g_at	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit	0.42	4.37
187_at	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	0.325	2.259
1882_g_at	MECOM	MDS1 and EVI1 complex locus	-0.73	3.299
1886_at	WNT7A	Wnt family member 7A	0.458	3.392
188_at	EFNB1	ephrin B1	0.297	2.461
1891_at	MAP3K8	mitogen-activated protein kinase kinase kinase 8	0.828	1.732
1894_f_at	NF2	neurofibromin 2	1.29	8.099
1895_at	JUN	Jun proto-oncogene, AP-1 transcription factor subunit	0.639	1.688
1896_s_at	ABCC1	ATP binding cassette subfamily C member 1	0.422	3.005
1897_at	TGFBR3	transforming growth factor beta receptor 3	-0.552	3.518
1899_s_at	RAD52	RAD52 homolog, DNA repair protein	0.486	1.76
1902_at	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit	-0.266	1.818
1903_at	RAP1B	RAP1B, member of RAS oncogene family	-0.956	4.178
1908_at	ETV3	ETS variant 3	0.451	2.893
1909_at	BCL2	BCL2, apoptosis regulator	-0.518	2.818
190_at	NR4A3	nuclear receptor subfamily 4 group A member 3	0.805	2.387
1910_s_at	BCL2	BCL2, apoptosis regulator	0.343	2.684
1911_s_at	GADD45A	growth arrest and DNA damage inducible alpha	-0.862	2.655
1912_s_at	APC	APC, WNT signaling pathway regulator	0.215	2.1
1913_at	CCNG2	cyclin G2	-1.152	6.908
1916_s_at	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	1.636	2.314
1917_at	RAF1	Raf-1 proto-oncogene, serine/threonine kinase	-0.26	2.085
1918_at	SKI	SKI proto-oncogene	0.978	6.621
1919_at	VAV1	vav guanine nucleotide exchange factor 1	0.633	2.344
191_at	MUC8	mucin 8	0.388	2.62
1920_s_at	CCNG1	cyclin G1	-0.676	3.439
1924_at	CCNH	cyclin H	-0.403	2.391
1925_at	CCNF	cyclin F	0.548	4.692
1928_s_at	SMAD2	SMAD family member 2	-0.3	2.006
1929_at	ANGPT1	angiopoietin 1	-0.306	2.012
1930_at	ABCC3	ATP binding cassette subfamily C member 3	0.525	4.634
1936_s_at	MYC	v-myc avian myelocytomatosis viral oncogene homolog	0.358	3.711
1937_at			-1.341	9.089
1938_at	SRC	SRC proto-oncogene, non-receptor tyrosine kinase	0.525	7.393
1939_at	TP53	tumor protein p53	0.317	2.543
1941_at	SKP2	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase	0.299	1.942
1942_s_at	CDK4	cyclin dependent kinase 4	-0.318	2.657
1943_at	CCNA2	cyclin A2	0.362	3.847
1946_at	WT1-AS	WT1 antisense RNA	0.482	3.281
1947_g_at	WT1-AS	WT1 antisense RNA	0.341	3.054
1950_s_at	SMAD3	SMAD family member 3	0.498	2.547
1952_s_at	SMAD5	SMAD family member 5	-1.656	8.112
1953_at	VEGFA	vascular endothelial growth factor A	-0.516	2.443
1956_s_at			0.368	2.553
1957_s_at	TGFBR1	transforming growth factor beta receptor 1	0.464	4.057
1958_at	PIR-FIGF///FIGF	PIR-FIGF readthrough///c-fos induced growth factor	0.549	1.715
195_s_at	CASP4	caspase 4	1.202	3.769
1961_f_at	NOS3	nitric oxide synthase 3	0.426	2.366
1966_i_at			0.238	1.688
1967_f_at			0.335	2.319
1968_g_at	FIP1L1///PDGFRA	factor interacting with PAPOLA and CPSF1///platelet derived growth factor receptor alpha	1.059	5.946
196_s_at	CASP5	caspase 5	0.763	1.77
1970_s_at	FGFR2	fibroblast growth factor receptor 2	0.489	2.516
1972_s_at	MAP2	microtubule associated protein 2	0.478	4.209
1973_s_at	MYC	v-myc avian myelocytomatosis viral oncogene homolog	0.46	3.914
1974_s_at	TP53	tumor protein p53	0.295	2.06
1975_s_at	IGF1	insulin like growth factor 1	0.341	2.585
1976_s_at	FES	FES proto-oncogene, tyrosine kinase	0.466	4.266
1981_s_at	MAX	MYC associated factor X	-0.418	3.312
1983_at	CCND2	cyclin D2	0.306	3.841
1984_s_at	ARHGDIB	Rho GDP dissociation inhibitor beta	0.706	1.98
1988_at	PDGFRA	platelet derived growth factor receptor alpha	0.462	4.213
1990_g_at	BRCA2	BRCA2, DNA repair associated	0.404	2.534
1991_s_at	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	0.403	2.527
1992_at	FHIT	fragile histidine triad	-0.551	4.818
1999_s_at	MAPK14	mitogen-activated protein kinase 14	0.528	2.411
199_s_at	PKN2	protein kinase N2	-0.682	4.625
2000_at	ATM	ATM serine/threonine kinase	-0.52	2.183
2001_g_at	ATM	ATM serine/threonine kinase	0.33	2.594
2002_s_at	BCL2A1	BCL2 related protein A1	1.281	1.913
2005_s_at	JAK3	Janus kinase 3	0.469	2.769
2007_g_at	JAK3	Janus kinase 3	0.72	7.424
2008_s_at	MDM2	MDM2 proto-oncogene	0.346	1.805
2010_at	SKP1	S-phase kinase-associated protein 1	-0.72	1.867
2011_s_at	BIK	BCL2 interacting killer	0.551	2.902
2013_at	TFDP2	transcription factor Dp-2	0.285	2.139
2017_s_at	CCND1	cyclin D1	-1.494	10.606
2019_s_at	ITGB7	integrin subunit beta 7	0.502	2.75
2020_at	CCND1	cyclin D1	-0.679	4.146
2024_s_at	LYN	LYN proto-oncogene, Src family tyrosine kinase	0.964	2.132
2028_s_at	E2F1	E2F transcription factor 1	0.327	2.161
2030_at	WNT11	Wnt family member 11	1.307	6.578
2031_s_at	CDKN1A	cyclin dependent kinase inhibitor 1A	0.633	2.016
2034_s_at	CDKN1B	cyclin dependent kinase inhibitor 1B	0.447	3.052
2036_s_at	CD44	CD44 molecule (Indian blood group)	1.306	3.248
2037_s_at	RPS6KB1	ribosomal protein S6 kinase B1	0.232	2.099
2038_g_at	BCL2	BCL2, apoptosis regulator	0.399	4.974
2040_s_at	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	0.284	2.341
2043_s_at	BCR	BCR, RhoGEF and GTPase activating protein	0.574	2.685
2045_s_at	HCK	HCK proto-oncogene, Src family tyrosine kinase	1.165	3.635
2046_at	ERG	ERG, ETS transcription factor	0.361	3.979
204_at	HOXA4	homeobox A4	0.403	3.707
2052_g_at	MGMT	O-6-methylguanine-DNA methyltransferase	-0.618	4.343
2054_g_at	CDH2	cadherin 2	-0.82	3.115
2058_s_at	ITGB5	integrin subunit beta 5	-0.517	5.009
2060_at	BCL2	BCL2, apoptosis regulator	0.507	3.563
2061_at	ITGA4	integrin subunit alpha 4	0.494	1.867
2066_at	BAX	BCL2 associated X, apoptosis regulator	0.398	3.57
2067_f_at	BAX	BCL2 associated X, apoptosis regulator	0.701	5.401
2068_s_at	E2F2	E2F transcription factor 2	0.355	2.358
2069_s_at	CTNNA1	catenin alpha 1	-1.38	5.046
206_at	CTSE	cathepsin E	0.386	2.134
2070_i_at	MAPK8	mitogen-activated protein kinase 8	2.187	1.942
2071_s_at	MAPK8	mitogen-activated protein kinase 8	0.412	2.995
2072_at	CDH12	cadherin 12	0.432	2.574
2075_s_at	LOC100996792///MAP2K3	dual specificity mitogen-activated protein kinase kinase 3///mitogen-activated protein kinase kinase 3	0.219	2.267
2078_s_at	MYCN	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog	0.314	2.901
2079_s_at	IGF2	insulin like growth factor 2	0.722	4.879
2081_s_at	PRKCQ	protein kinase C theta	0.395	2.711
2082_s_at	CDH1	cadherin 1	0.283	2.516
2085_s_at	CTNNA1	catenin alpha 1	-1.591	4.844
208_at	CTNNA2	catenin alpha 2	0.777	2.223
2091_at	WNT4	Wnt family member 4	0.53	3.616
2093_s_at	XRCC5	X-ray repair cross complementing 5	-0.735	3.227
2094_s_at	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	0.517	3.827
210_at	PLCB2	phospholipase C beta 2	0.762	9.202
213_at	ROR1	receptor tyrosine kinase like orphan receptor 1	0.339	1.877
225_at	GNB3	G protein subunit beta 3	0.448	3.275
226_at	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	-1.439	5.737
227_g_at	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	-1.431	4.567
228_at	RALB	RALB Ras like proto-oncogene B	-0.504	2.02
231_at	TGM2	transglutaminase 2	0.5	5.804
235_at	S100B	S100 calcium binding protein B	0.708	4.22
237_s_at	PPP2CA	protein phosphatase 2 catalytic subunit alpha	-0.636	4.131
240_at	SRM	spermidine synthase	0.201	2.134
245_at	SELL	selectin L	1.676	4.051
246_at	KLK1	kallikrein 1	-0.802	2.522
247_s_at	CYP21A1P///CYP21A2	cytochrome P450 family 21 subfamily A member 1, pseudogene///cytochrome P450 family 21 subfamily A member 2	0.356	2.958
248_at	COPS2	COP9 signalosome subunit 2	-0.499	1.681
250_at	NFATC3	nuclear factor of activated T-cells 3	0.31	2.415
251_at	CAMK1	calcium/calmodulin dependent protein kinase I	0.308	2.133
252_at	GPR18	G protein-coupled receptor 18	0.556	5.647
253_g_at	GPR18	G protein-coupled receptor 18	0.528	3.083
255_s_at	INHA	inhibin alpha subunit	0.621	7.426
257_at	ITGAV	integrin subunit alpha V	-0.844	4.291
258_at	LTA	lymphotoxin alpha	0.353	2.398
259_s_at	TNF	tumor necrosis factor	0.39	3.701
260_at	QDPR	quinoid dihydropteridine reductase	-2.092	9.656
262_at	AMD1	adenosylmethionine decarboxylase 1	-0.644	2.941
263_g_at	AMD1	adenosylmethionine decarboxylase 1	-0.584	4.805
264_at	ADRA2A	adrenoceptor alpha 2A	0.349	3.228
269_at	OASL	2'-5'-oligoadenylate synthetase like	0.268	2.65
271_s_at	CTSE	cathepsin E	0.585	4.293
272_at	GRP	gastrin releasing peptide	0.545	2.96
273_g_at	GRP	gastrin releasing peptide	0.325	3.264
274_at	ZNF148	zinc finger protein 148	-0.471	3.241
277_at	MCL1	BCL2 family apoptosis regulator	0.66	1.932
278_at	NPR2	natriuretic peptide receptor 2	0.375	2.458
279_at	NR4A1	nuclear receptor subfamily 4 group A member 1	-0.272	2.145
280_g_at	NR4A1	nuclear receptor subfamily 4 group A member 1	0.45	3.197
282_at	KIF20B	kinesin family member 20B	0.32	2.56
283_at	UQCRC1	ubiquinol-cytochrome c reductase core protein I	-1.395	6.001
284_at	HIST1H2AH///HIST1H2AG///HIST1H2AM///HIST1H2AL///HIST1H2AK///HIST1H2AI	histone cluster 1, H2ah///histone cluster 1, H2ag///histone cluster 1, H2am///histone cluster 1, H2al///histone cluster 1, H2ak///histone cluster 1, H2ai	0.704	4.116
286_at	HIST2H2AA4///HIST2H2AA3	histone cluster 2, H2aa4///histone cluster 2, H2aa3	0.943	2.057
287_at	ATF3	activating transcription factor 3	1.094	2.792
290_s_at	GPR3	G protein-coupled receptor 3	0.391	4.537
293_at	VENTXP7	VENT homeobox pseudogene 7	0.458	6.115
294_s_at	CDK11A///CDK11B	cyclin dependent kinase 11A///cyclin dependent kinase 11B	0.595	7.945
296_at	TUBB2A	tubulin beta 2A class IIa	-1.465	4.995
297_g_at	TUBB2A	tubulin beta 2A class IIa	-0.72	4.213
299_i_at			0.822	3.429
301_at	LOC100508689	mucin	0.466	5.527
302_at			0.412	2.401
303_at	SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	0.349	3.009
305_g_at	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2	-0.743	7.437
307_at	ALOX5	arachidonate 5-lipoxygenase	0.795	5.231
310_s_at	MAPT	microtubule associated protein tau	-0.45	3.163
311_s_at	FN1	fibronectin 1	0.485	3.006
31308_at			0.602	2.321
31312_at	KCNB2	potassium voltage-gated channel subfamily B member 2	1.472	4.062
31317_r_at	SKAP2///IGHG1	src kinase associated phosphoprotein 2///immunoglobulin heavy constant gamma 1 (G1m marker)	0.494	3.661
31323_r_at	SLC1A2	solute carrier family 1 member 2	0.639	4.789
31328_at	SLC34A1	solute carrier family 34 member 1	-2.092	10.123
31331_at			0.313	1.898
31332_at			0.431	2.466
31335_at	IGF1R	insulin like growth factor 1 receptor	0.349	4.043
31337_at	GNRH2	gonadotropin releasing hormone 2	0.99	3.622
31360_at			-0.38	1.942
31363_at			0.358	2.564
31365_f_at	NFAT5	nuclear factor of activated T-cells 5	0.366	1.694
31369_at			0.53	3.526
31372_at	GALNT18	polypeptide N-acetylgalactosaminyltransferase 18	0.376	2.618
31373_at			0.3	2.102
31375_at			0.387	2.95
31378_at	PITX3	paired like homeodomain 3	0.293	2.265
31380_at	ERN1	endoplasmic reticulum to nucleus signaling 1	0.454	3.636
31382_f_at	UGT2B11	UDP glucuronosyltransferase family 2 member B11	-2.58	6.416
31383_at	LOC643733	caspase 4, apoptosis-related cysteine peptidase pseudogene	0.401	2.211
31384_at			0.374	2.849
31387_at			0.323	2.774
31389_at			0.519	2.589
31391_at	HAP1	huntingtin associated protein 1	0.245	1.929
31393_r_at	UTF1	undifferentiated embryonic cell transcription factor 1	0.707	3.55
313_at	GTF2A1	general transcription factor IIA subunit 1	0.614	6.41
31404_at	GRK1	G protein-coupled receptor kinase 1	0.447	2.357
31406_at	GPR50	G protein-coupled receptor 50	0.458	5.815
31409_at	SERPINB10	serpin family B member 10	0.419	2.575
31410_at	TNFRSF13B	TNF receptor superfamily member 13B	0.249	1.776
31411_at	BPY2	basic charge, Y-linked, 2	0.454	2.759
31412_at	LOC100509646///PRY2///PRY	PTPN13-like protein, Y-linked-like///PTPN13-like, Y-linked 2///PTPN13-like, Y-linked	0.267	2.437
31419_r_at			0.471	2.765
31420_at			0.346	2.266
31423_at			0.786	2.421
31427_at			-1.17	7.416
31429_at	YME1L1	YME1 like 1 ATPase	0.417	1.833
31431_at	FCGRT	Fc fragment of IgG receptor and transporter	-0.913	5.218
31432_g_at	FCGRT	Fc fragment of IgG receptor and transporter	-0.711	6.259
31436_s_at	ESR2	estrogen receptor 2	-0.236	1.987
31438_s_at	CD163	CD163 molecule	1.669	6.799
31439_f_at	RHD///RHCE	Rh blood group D antigen///Rh blood group CcEe antigens	0.806	6.573
31440_at	TCF7	transcription factor 7 (T-cell specific, HMG-box)	0.312	3.221
31441_at	ECRP	ribonuclease A family member 2 pseudogene	0.359	1.961
31449_at	IL23A///TRBV19	interleukin 23 subunit alpha///T cell receptor beta variable 19	0.624	3.469
31451_at	ARHGAP1	Rho GTPase activating protein 1	0.228	1.808
31453_s_at	LILRA1	leukocyte immunoglobulin like receptor A1	0.472	2.93
31457_at	FOXD2	forkhead box D2	0.326	2.145
31465_g_at	DCT	dopachrome tautomerase	0.203	2.092
31466_at	HLA-DRB6	major histocompatibility complex, class II, DR beta 6 (pseudogene)	0.534	4.901
31468_f_at	GRM1	glutamate metabotropic receptor 1	0.569	2.333
31469_s_at	RUBCN	RUN and cysteine rich domain containing beclin 1 interacting protein	0.493	2.629
31477_at	TFF3	trefoil factor 3	0.425	2.643
31478_at	CELA2B	chymotrypsin like elastase family member 2B	0.344	1.83
31481_s_at	TMSB10	thymosin beta 10	1.053	3.853
31482_at	CELP	carboxyl ester lipase pseudogene	0.413	2.559
31486_s_at	MN1	MN1 proto-oncogene, transcriptional regulator	0.421	3.225
31488_s_at	PGK1	phosphoglycerate kinase 1	-1.694	5.441
31490_at	SCN5A	sodium voltage-gated channel alpha subunit 5	0.471	5.669
31492_at	EIF3K	eukaryotic translation initiation factor 3 subunit K	-0.716	1.911
31495_at	XCL2	X-C motif chemokine ligand 2	0.369	3.058
31499_s_at	FCGR3B	Fc fragment of IgG receptor IIIb	0.859	3.458
314_at	PIGB	phosphatidylinositol glycan anchor biosynthesis class B	-0.424	3.532
31502_at	PKP1	plakophilin 1	0.361	2.345
31503_at			-1.311	6.45
31504_at	HDLBP	high density lipoprotein binding protein	-0.348	1.97
31506_s_at	DEFA1B///DEFA3///DEFA1	defensin alpha 1B///defensin alpha 3///defensin alpha 1	0.901	3.473
31507_at	KMT2D	lysine methyltransferase 2D	0.779	7.901
31514_at	DOK2	docking protein 2	0.25	2.308
31518_i_at	BTF3P13	basic transcription factor 3 pseudogene 13	0.407	2.013
31533_s_at	KCND3	potassium voltage-gated channel subfamily D member 3	0.362	1.892
31536_at	RTN4	reticulon 4	-1.263	4.439
31537_at	ART1	ADP-ribosyltransferase 1	0.287	2.088
31540_at	TNFRSF9	TNF receptor superfamily member 9	0.524	3.529
