ID	Gene.symbol	Gene.title	log2(fold change)(Stg2-Tumor vs Stg2-Normal)	-log10(Pvalue)(Stg2-Tumor vs Stg2-Normal)
205328_at	CLDN10	claudin 10	-2.019	6.853
205331_s_at	REEP2	receptor accessory protein 2	-2.111	2.579
205335_s_at	SRP19	signal recognition particle 19	0.496	2.103
205336_at	PVALB	parvalbumin	-4.053	6.475
205342_s_at	SULT1C2	sulfotransferase family 1C member 2	-1.885	3.434
205343_at	SULT1C2	sulfotransferase family 1C member 2	-2.142	4.646
205350_at	CRABP1	cellular retinoic acid binding protein 1	-2.394	3.656
205353_s_at	PEBP1	phosphatidylethanolamine binding protein 1	-1.603	6.876
205355_at	ACADSB	acyl-CoA dehydrogenase, short/branched chain	-3.186	4.512
205361_s_at	PFDN4	prefoldin subunit 4	0.822	3.515
205363_at	BBOX1	gamma-butyrobetaine hydroxylase 1	-1.267	2.049
205364_at	ACOX2	acyl-CoA oxidase 2	-2.851	9.656
205366_s_at	HOXB6	homeobox B6	-1.182	2.839
205367_at	SH2B2	SH2B adaptor protein 2	-0.67	2.316
205369_x_at	DBT	dihydrolipoamide branched chain transacylase E2	-0.953	2.321
205371_s_at	DBT	dihydrolipoamide branched chain transacylase E2	-1.523	3.251
205372_at	PLAG1	PLAG1 zinc finger	-3.016	4.108
205375_at	MDFI	MyoD family inhibitor	-1.537	2.377
205380_at	PDZK1	PDZ domain containing 1	-1.012	3.735
205382_s_at	CFD	complement factor D	2.802	2.355
205399_at	DCLK1	doublecortin like kinase 1	2.258	3.498
205405_at	SEMA5A	semaphorin 5A	-1.104	4.695
205412_at	ACAT1	acetyl-CoA acetyltransferase 1	-2.025	7.062
205413_at	MPPED2	metallophosphoesterase domain containing 2	-2.43	4.064
205417_s_at	DAG1	dystroglycan 1	-1.175	4.814
205420_at	PEX7	peroxisomal biogenesis factor 7	-1.228	2.181
205422_s_at	ITGBL1	integrin subunit beta like 1	2.63	2.449
205434_s_at	AAK1	AP2 associated kinase 1	-0.777	3.017
205442_at	MFAP3L	microfibrillar associated protein 3 like	-1.574	3.536
205451_at	FOXO4	forkhead box O4	-1.435	2.027
205462_s_at	HPCAL1	hippocalcin like 1	1.077	2.363
205464_at	SCNN1B	sodium channel epithelial 1 beta subunit	-2.566	5.051
205466_s_at	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1	1.596	2.177
205471_s_at	DACH1	dachshund family transcription factor 1	-2.951	4.284
205472_s_at	DACH1	dachshund family transcription factor 1	-3.486	5.228
205473_at	ATP6V1B1	ATPase H+ transporting V1 subunit B1	-5.047	9.235
205474_at	CRLF3	cytokine receptor like factor 3	0.627	2.436
205476_at	CCL20	C-C motif chemokine ligand 20	5.909	5.968
205478_at	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A	-3.447	2.847
205483_s_at	ISG15	ISG15 ubiquitin-like modifier	2.157	5.091
205487_s_at	VGLL1	vestigial like family member 1	-2.274	3.292
205488_at	GZMA	granzyme A	1.351	2.097
205489_at	CRYM	crystallin mu	-1.289	3.565
205495_s_at	GNLY	granulysin	2.775	3.902
205500_at	C5	complement component 5	-1.099	2.542
205502_at	CYP17A1	cytochrome P450 family 17 subfamily A member 1	-2.693	6.792
205504_at	BTK	Bruton tyrosine kinase	1.456	3.26
205506_at	VIL1	villin 1	-1.473	2.253
205512_s_at	AIFM1	apoptosis inducing factor, mitochondria associated 1	-0.983	3.288
205522_at	HOXD4	homeobox D4	-1.098	3.883
205523_at	HAPLN1	hyaluronan and proteoglycan link protein 1	3.293	5.065
205532_s_at	CDH6	cadherin 6	1.866	3.281
205533_s_at	CDH6	cadherin 6	2.57	3.416
205536_at	VAV2	vav guanine nucleotide exchange factor 2	-0.891	2.301
205544_s_at	CR2	complement component 3d receptor 2	-2.198	2.017
205549_at	PCP4	Purkinje cell protein 4	-3.973	7.184
205557_at	LOC149684///BPI	uncharacterized LOC149684///bactericidal/permeability-increasing protein	-2.679	2.107
205568_at	AQP9	aquaporin 9	2.907	2.982
205572_at	ANGPT2	angiopoietin 2	4.608	3.273
205574_x_at	BMP1	bone morphogenetic protein 1	1.768	2.893
205579_at	HRH1	histamine receptor H1	1.567	3.677
205583_s_at	ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit	1.044	2.487
205592_at	SLC4A1	solute carrier family 4 member 1 (Diego blood group)	-5.128	11.771
205597_at	SLC44A4	solute carrier family 44 member 4	-1.799	3.037
205600_x_at	HOXB5	homeobox B5	-0.841	3.314
205603_s_at	DIAPH2	diaphanous related formin 2	1.373	3.098
205606_at	LRP6	LDL receptor related protein 6	-1.59	5.075
205608_s_at	ANGPT1	angiopoietin 1	-0.879	2.726
205614_x_at	MST1	macrophage stimulating 1	-1.447	3.425
205617_at	PRRG2	proline rich and Gla domain 2	-2.017	3.339
205619_s_at	MEOX1	mesenchyme homeobox 1	1.877	2.286
205622_at	SMPD2	sphingomyelin phosphodiesterase 2	1.396	2.256
205624_at	CPA3	carboxypeptidase A3	1.404	3.492
205625_s_at	CALB1	calbindin 1	-7.414	7.625
205626_s_at	CALB1	calbindin 1	-6.51	8.531
205632_s_at	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta	-1.183	3.876
205633_s_at	ALAS1	5'-aminolevulinate synthase 1	-0.897	2.576
205641_s_at	TRADD	TNFRSF1A associated via death domain	0.651	2.279
205647_at	RAD52	RAD52 homolog, DNA repair protein	1.729	2.403
205656_at	PCDH17	protocadherin 17	1.322	2.539
205657_at	HAAO	3-hydroxyanthranilate 3,4-dioxygenase	-1.032	4.78
205659_at	HDAC9	histone deacetylase 9	1.557	3.178
205666_at	FMO1	flavin containing monooxygenase 1	-2.154	4.092
205668_at	LY75	lymphocyte antigen 75	1.049	2.42
205670_at	GAL3ST1	galactose-3-O-sulfotransferase 1	2.911	4.724
205673_s_at	ASB9	ankyrin repeat and SOCS box containing 9	-1.91	4.729
205674_x_at	FXYD2	FXYD domain containing ion transport regulator 2	-1.174	3.977
205675_at	MTTP	microsomal triglyceride transfer protein	-1.763	2.697
205676_at	CYP27B1	cytochrome P450 family 27 subfamily B member 1	-2.861	4.455
205681_at	BCL2A1	BCL2 related protein A1	1.727	2.175
205682_x_at	APOM	apolipoprotein M	-2.14	8.575
205685_at	CD86	CD86 molecule	1.502	3.348
205686_s_at	CD86	CD86 molecule	3.036	4.501
205690_s_at	BUD31	BUD31 homolog	0.64	2.734
205691_at	SYNGR3	synaptogyrin 3	-1.951	2.448
205692_s_at	CD38	CD38 molecule	2.032	2.838
205694_at	TYRP1	tyrosinase related protein 1	-3.216	6.223
205695_at	SDS	serine dehydratase	1.448	2.679
205698_s_at	MAP2K6	mitogen-activated protein kinase kinase 6	-0.907	3.268
205710_at	LRP2	LDL receptor related protein 2	-1.112	3.179
205711_x_at	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	-0.419	3.174
205712_at	PTPRD	protein tyrosine phosphatase, receptor type D	-1.032	2.16
205718_at	ITGB7	integrin subunit beta 7	1.184	2.304
205719_s_at	LOC101929036///PAH	uncharacterized LOC101929036///phenylalanine hydroxylase	-4.487	7.523
205726_at	DIAPH2	diaphanous related formin 2	1.448	3.14
205744_at	DOC2A	double C2 domain alpha	2.181	3.598
205745_x_at	ADAM17	ADAM metallopeptidase domain 17	0.508	2.107
205750_at	BPHL	biphenyl hydrolase like	-2.536	7.21
205751_at	SH3GL2	SH3 domain containing GRB2 like 2, endophilin A1	-3.212	7.007
205752_s_at	GSTM5	glutathione S-transferase mu 5	-0.767	2.819
205757_at	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5	-1.541	3.872
205760_s_at	OGG1	8-oxoguanine DNA glycosylase	-1.52	5.961
205763_s_at	DDX18	DEAD-box helicase 18	0.688	3.617
205768_s_at	SLC27A2	solute carrier family 27 member 2	-3.02	4.13
205769_at	SLC27A2	solute carrier family 27 member 2	-2.8	3.36
205776_at	FMO5	flavin containing monooxygenase 5	-2.262	7.136
205777_at	DUSP9	dual specificity phosphatase 9	-3.064	6.508
205778_at	KLK7	kallikrein related peptidase 7	-1.735	2.3
205786_s_at	ITGAM	integrin subunit alpha M	1.733	4.721
205789_at	CD1D	CD1d molecule	2.475	4.12
205791_x_at	ZNF230	zinc finger protein 230	1.725	2.288
205798_at	IL7R	interleukin 7 receptor	1.809	2.452
205799_s_at	SLC3A1	solute carrier family 3 member 1	-0.747	2.756
205802_at	TRPC1	transient receptor potential cation channel subfamily C member 1	1.541	4.088
205803_s_at	TRPC1	transient receptor potential cation channel subfamily C member 1	1.317	3.418
205804_s_at	TRAF3IP3	TRAF3 interacting protein 3	2.318	2.488
205812_s_at	TMED9	transmembrane p24 trafficking protein 9	0.892	3.51
205824_at	HSPB2	heat shock protein family B (small) member 2	2.857	3.533
205826_at	MYOM2	myomesin 2	-2.503	4.166
205831_at	CD2	CD2 molecule	2.381	2.477
205836_s_at	YTHDC2	YTH domain containing 2	0.71	2.317
205843_x_at	CRAT	carnitine O-acetyltransferase	-1.139	3.927
205859_at	LY86	lymphocyte antigen 86	2.034	6.822
205860_x_at	FOLH1B///FOLH1	folate hydrolase 1B///folate hydrolase (prostate-specific membrane antigen) 1	-1.851	2.189
205870_at	BDKRB2	bradykinin receptor B2	-1.619	4.841
205882_x_at	ADD3	adducin 3	-1.168	5.491
205884_at	ITGA4	integrin subunit alpha 4	2.013	2.519
205887_x_at	MSH3	mutS homolog 3	-1.01	2.204
205890_s_at	UBD///GABBR1	ubiquitin D///gamma-aminobutyric acid type B receptor subunit 1	2.531	5.217
205892_s_at	FABP1	fatty acid binding protein 1	-6.052	6.271
205893_at	NLGN1	neuroligin 1	1.6	4.329
205898_at	CX3CR1	C-X3-C motif chemokine receptor 1	2.122	3.939
205910_s_at	CEL	carboxyl ester lipase	-4.354	8.524
205911_at	PTH1R	parathyroid hormone 1 receptor	-4.661	11.981
205922_at	VNN2	vanin 2	2.775	2.751
205931_s_at	LOC401317///CREB5	uncharacterized LOC401317///cAMP responsive element binding protein 5	1.313	2.388
205934_at	PLCL1	phospholipase C like 1	-2.621	5.771
205939_at	CYP3A7-CYP3A51P///CYP3A7	CYP3A7-CYP3A51P readthrough///cytochrome P450 family 3 subfamily A member 7	-1.534	2.87
205941_s_at	COL10A1	collagen type X alpha 1 chain	1.412	2.222
205942_s_at	ACSM3	acyl-CoA synthetase medium-chain family member 3	-1.289	3.362
205945_at	IL6R	interleukin 6 receptor	-1.032	2.419
205946_at	VIPR2	vasoactive intestinal peptide receptor 2	-1.047	2.023
205952_at	KCNK3	potassium two pore domain channel subfamily K member 3	2.031	2.803
205967_at	HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I	histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i	-0.861	2.972
205968_at	KCNS3	potassium voltage-gated channel modifier subfamily S member 3	1.328	2.573
205978_at	KL	klotho	-2.305	6.386
205980_s_at	PRR5-ARHGAP8///ARHGAP8	PRR5-ARHGAP8 readthrough///Rho GTPase activating protein 8	-2.545	3.092
205983_at	DPEP1	dipeptidase 1 (renal)	-4.018	8.496
205984_at	CRHBP	corticotropin releasing hormone binding protein	-1.741	2.528
205985_x_at	CLCNKB	chloride voltage-gated channel Kb	-5.341	7.009
205987_at	CD1C	CD1c molecule	2.1	2.028
205997_at	ADAM28	ADAM metallopeptidase domain 28	3.59	4.691
205998_x_at	CYP3A4	cytochrome P450 family 3 subfamily A member 4	-0.885	3.291
206005_s_at	CEP162	centrosomal protein 162	1.626	2.24
206011_at	CASP1	caspase 1	1.352	4.644
206015_s_at	FOXJ3	forkhead box J3	2.523	6.187
206024_at	HPD	4-hydroxyphenylpyruvate dioxygenase	-7.053	7.367
206025_s_at	TNFAIP6	TNF alpha induced protein 6	4.562	3.408
206026_s_at	TNFAIP6	TNF alpha induced protein 6	3.522	3.598
206037_at	KYAT1	kynurenine aminotransferase 1	-0.675	2.694
206043_s_at	ATP2C2	ATPase secretory pathway Ca2+ transporting 2	-2.167	3.258
206048_at	OVOL2	ovo like zinc finger 2	-1.395	2.08
206054_at	KNG1	kininogen 1	-6.866	10.955
206059_at	ZNF91	zinc finger protein 91	-1.584	6.479
206065_s_at	DPYS	dihydropyrimidinase	-1.744	3.981
206067_s_at	WT1	Wilms tumor 1	-2.828	2.143
206070_s_at	EPHA3	EPH receptor A3	2.663	2.521
206080_at	PLCH2	phospholipase C eta 2	-1.298	4.632
206085_s_at	CTH	cystathionine gamma-lyase	-1.677	2.577
206089_at	NELL1	neural EGFL like 1	-4.333	8.866
206099_at	PRKCH	protein kinase C eta	1.341	2.2
206100_at	CPM	carboxypeptidase M	-1.988	3.013
206101_at	ECM2	extracellular matrix protein 2	-0.639	2.182
206111_at	RNASE2	ribonuclease A family member 2	1.03	2.223
206116_s_at	TPM1	tropomyosin 1 (alpha)	2.066	5.931
206117_at	TPM1	tropomyosin 1 (alpha)	2.193	2.282
206119_at	BHMT	betaine--homocysteine S-methyltransferase	-1.816	6.144
206128_at	ADRA2C	adrenoceptor alpha 2C	-1.316	3.463
206133_at	XAF1	XIAP associated factor 1	1.58	4.742
206134_at	ADAMDEC1	ADAM like decysin 1	2.988	2.589
206148_at	IL3RA	interleukin 3 receptor subunit alpha	1.626	2.808
206151_x_at	CELA3B	chymotrypsin like elastase family member 3B	-1.734	2.382
206158_s_at	CNBP	CCHC-type zinc finger nucleic acid binding protein	0.521	2.603
206171_at	ADORA3	adenosine A3 receptor	1.726	4.046
206178_at	PLA2G5	phospholipase A2 group V	-0.963	2.97
206191_at	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3	-1.129	2.556
206203_at	RCVRN	recoverin	-1.413	2.261
206204_at	GRB14	growth factor receptor bound protein 14	-1.357	3.322
206206_at	CD180	CD180 molecule	1.952	3.244
206208_at	CA4	carbonic anhydrase 4	-2.474	2.702
206209_s_at	CA4	carbonic anhydrase 4	-1.424	2.068
206214_at	PLA2G7	phospholipase A2 group VII	2.324	2.647
206226_at	HRG	histidine rich glycoprotein	-3.582	10.287
206228_at	PAX2	paired box 2	-0.662	2.504
206230_at	LHX1	LIM homeobox 1	-2.005	3.054
206239_s_at	SPINK1	serine peptidase inhibitor, Kazal type 1	-1.775	2.438
206242_at	TM4SF5	transmembrane 4 L six family member 5	-1.044	3.763
206254_at	EGF	epidermal growth factor	-4.415	9.173
206259_at	PROC	protein C, inactivator of coagulation factors Va and VIIIa	-4.134	6.586
206262_at	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	-2.413	3.615
206263_at	FMO4	flavin containing monooxygenase 4	-1.906	5.959
206269_at	GCM1	glial cells missing homolog 1	-1.883	2.564
206271_at	TLR3	toll like receptor 3	2.57	6.013
206298_at	ARHGAP22	Rho GTPase activating protein 22	1.452	2.43
206302_s_at	NUDT4P1///NUDT4P2///NUDT4	nudix hydrolase 4 pseudogene 1///nudix hydrolase 4 pseudogene 2///nudix hydrolase 4	-1.43	5.415
206303_s_at	NUDT4P1///NUDT4P2///NUDT4	nudix hydrolase 4 pseudogene 1///nudix hydrolase 4 pseudogene 2///nudix hydrolase 4	-2.208	3.583
206316_s_at	KNTC1	kinetochore associated 1	1.828	2.773
206323_x_at	OPHN1	oligophrenin 1	-0.501	2.74
206325_at	SERPINA6	serpin family A member 6	-1.962	5.421
206331_at	CALCRL	calcitonin receptor like receptor	1.462	2.495
206332_s_at	IFI16	interferon gamma inducible protein 16	1.723	5.917
206340_at	NR1H4	nuclear receptor subfamily 1 group H member 4	1.213	2.734
206342_x_at	IDS	iduronate 2-sulfatase	1.231	3.902
206346_at	PRLR	prolactin receptor	-2.27	4.198
206357_at	OPA3	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)	-2.129	3.062
206359_at	SOCS3	suppressor of cytokine signaling 3	1.771	3.042
206363_at	MAF	MAF bZIP transcription factor	-0.832	2.299
206381_at	SCN2A	sodium voltage-gated channel alpha subunit 2	-2.279	4.023
206385_s_at	ANK3	ankyrin 3, node of Ranvier (ankyrin G)	-1.475	5.001
206404_at	FGF9	fibroblast growth factor 9	-4.775	8.867
206410_at	NR0B2	nuclear receptor subfamily 0 group B member 2	-1.65	3.839
206411_s_at	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	1.077	2.318
206414_s_at	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	-0.976	4.343
206417_at	CNGA1	cyclic nucleotide gated channel alpha 1	-0.988	2.074
206419_at	RORC	RAR related orphan receptor C	-0.683	2.442
206420_at	IGSF6	immunoglobulin superfamily member 6	2.887	5.257
206426_at	MLANA	melan-A	-1.418	2.841
206438_x_at	TCTN2	tectonic family member 2	-0.615	2.475
206446_s_at	CELA2A///CELA2B	chymotrypsin like elastase family member 2A///chymotrypsin like elastase family member 2B	2.281	2.39
206453_s_at	NDRG2	NDRG family member 2	-1.513	3.796
206457_s_at	DIO1	deiodinase, iodothyronine type I	-4.184	9.222
206461_x_at	MT1H	metallothionein 1H	-2.895	6.278
206469_x_at	AKR7A3	aldo-keto reductase family 7 member A3	-1.699	5.656
206484_s_at	XPNPEP2	X-prolyl aminopeptidase 2	-5.071	8.163
206486_at	LAG3	lymphocyte activating 3	2.282	2.026
206488_s_at	CD36	CD36 molecule	2.352	2.668
206492_at	FHIT	fragile histidine triad	-1.819	5.378
206500_s_at	MIS18BP1	MIS18 binding protein 1	1.774	3.056
206514_s_at	CYP4F2///CYP4F3	cytochrome P450 family 4 subfamily F member 2///cytochrome P450 family 4 subfamily F member 3	-3.246	2.066
206515_at	CYP4F3	cytochrome P450 family 4 subfamily F member 3	-3.093	4.782
206517_at	CDH16	cadherin 16	-2.329	4.894
206527_at	ABAT	4-aminobutyrate aminotransferase	-1.703	4.672
206539_s_at	CYP4F12	cytochrome P450 family 4 subfamily F member 12	-2.611	3.413
206540_at	GLB1L	galactosidase beta 1 like	-1.141	6.973
206541_at	KLKB1	kallikrein B1	-0.935	2.605
206542_s_at	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	-0.606	2.128
206550_s_at	NUP155	nucleoporin 155	1.785	2.764
206554_x_at	SETMAR	SET domain and mariner transposase fusion gene	-1.097	2.702
206555_s_at	THUMPD1	THUMP domain containing 1	-0.653	2.125
206558_at	SIM2	single-minded family bHLH transcription factor 2	-2.083	3.483
206571_s_at	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	1.284	3.773
206574_s_at	PTP4A3	protein tyrosine phosphatase type IVA, member 3	1.752	2.632
206580_s_at	EFEMP2	EGF containing fibulin like extracellular matrix protein 2	0.908	2.497
206584_at	LY96	lymphocyte antigen 96	2.489	5.85
206597_at	NRL	neural retina leucine zipper	-1.601	2.777
206600_s_at	SLC16A5	solute carrier family 16 member 5	-1.398	2.522
206610_s_at	F11	coagulation factor XI	-1.619	4.142
206617_s_at	RENBP	renin binding protein	-4.3	5.524
206634_at	SIX3	SIX homeobox 3	-1.62	2.214
206672_at	AQP2	aquaporin 2	-2.562	7.623
206681_x_at	GP2	glycoprotein 2	-1.174	2.068
206685_at	HCG4	HLA complex group 4 (non-protein coding)	2.194	2.189
206686_at	PDK1	pyruvate dehydrogenase kinase 1	3.065	7.023
206687_s_at	PTPN6	protein tyrosine phosphatase, non-receptor type 6	1.086	4.325
206693_at	IL7	interleukin 7	1.677	3.454
206694_at	PNLIPRP1	pancreatic lipase related protein 1	-1.621	2.942
206704_at	CLCN5	chloride voltage-gated channel 5	-2.512	5.276
206709_x_at	GPT	glutamic--pyruvic transaminase	-1.358	2.59
206710_s_at	EPB41L3	erythrocyte membrane protein band 4.1 like 3	-1.169	3.099
206716_at	UMOD	uromodulin	-6.163	7.42
206717_at	MYH8	myosin heavy chain 8	-2.171	2.651
206719_at	SYNGR4	synaptogyrin 4	1.951	2.421
206721_at	CCDC181	coiled-coil domain containing 181	-2.441	3.602
206754_s_at	CYP2B7P///CYP2B6	cytochrome P450 family 2 subfamily B member 7, pseudogene///cytochrome P450 family 2 subfamily B member 6	-3.974	4.057
206755_at	CYP2B6	cytochrome P450 family 2 subfamily B member 6	-3.22	3.209
206765_at	KCNJ2	potassium voltage-gated channel subfamily J member 2	1.196	2.027
206769_at	TMSB4Y	thymosin beta 4, Y-linked	-1.777	2.366
206775_at	CUBN	cubilin	-3.384	7.199
206787_at	BRDT	bromodomain testis associated	-2.255	2.481
206790_s_at	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	-0.808	2.547
206807_s_at	ADD2	adducin 2	-1.285	2.117
206818_s_at	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2	-1.133	5.057
206840_at	AFM	afamin	-3.663	7.937
206846_s_at	HDAC6	histone deacetylase 6	-0.863	4.779
206848_at	COX20	COX20, cytochrome c oxidase assembly factor	-0.597	2.04
206868_at	STARD8	StAR related lipid transfer domain containing 8	-0.715	3.334
206870_at	PPARA	peroxisome proliferator activated receptor alpha	-0.983	2.468
206872_at	SLC17A1	solute carrier family 17 member 1	-1.678	3.714
206876_at	SIM1	single-minded family bHLH transcription factor 1	-2.447	4.719
206878_at	DAO	D-amino acid oxidase	-2.519	6.955
206907_at	TNFSF9	tumor necrosis factor superfamily member 9	1.053	2.037
206914_at	CRTAM	cytotoxic and regulatory T-cell molecule	2.875	3.693
206925_at	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	1.77	2.369
206930_at	GLYAT	glycine-N-acyltransferase	-1.808	6.351
206936_x_at			-0.695	2.673
206940_s_at	POU4F1	POU class 4 homeobox 1	1.066	2.146
206952_at	G6PC	glucose-6-phosphatase catalytic subunit	-8.183	9.861
206953_s_at	ADGRL2	adhesion G protein-coupled receptor L2	0.677	2.223
206955_at	LOC101930168///LOC100509620///AQP7	putative aquaporin-7-like protein 3///putative aquaporin-7-like protein 3///aquaporin 7	-3.15	6.123
206963_s_at	NAT8B///NAT8	N-acetyltransferase 8B (putative, gene/pseudogene)///N-acetyltransferase 8 (putative)	-2.429	5.023
206964_at	NAT8B	N-acetyltransferase 8B (putative, gene/pseudogene)	-1.967	2.54
206973_at	PPFIA2	PTPRF interacting protein alpha 2	-1.5	2.185
206976_s_at	HSPH1	heat shock protein family H (Hsp110) member 1	-0.657	2.35
206978_at	CCR2	C-C motif chemokine receptor 2	1.373	4.015
206991_s_at	CCR5	C-C motif chemokine receptor 5 (gene/pseudogene)	1.594	3.188
206992_s_at	ATP5S	ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)	-0.98	2.842
207014_at	GABRA2	gamma-aminobutyric acid type A receptor alpha2 subunit	-2.676	5.031
207016_s_at	LOC101928635///ALDH1A2	uncharacterized LOC101928635///aldehyde dehydrogenase 1 family member A2	-1.632	3.348
207031_at	NKX3-2	NK3 homeobox 2	-1.382	2.125
207036_x_at	GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D	1.907	2.87
