ID	Gene.symbol	Gene.title	log2(fold change)(Stg2-Tumor vs Stg2-Normal)	-log10(Pvalue)(Stg2-Tumor vs Stg2-Normal)
210113_s_at	NLRP1	NLR family pyrin domain containing 1	2.195	2.96
210115_at	RPL39L	ribosomal protein L39 like	1.845	2.535
210116_at	SH2D1A	SH2 domain containing 1A	2.261	2.686
210117_at	SPAG1	sperm associated antigen 1	0.819	2.15
210119_at	KCNJ15	potassium voltage-gated channel subfamily J member 15	-2.443	5.069
210130_s_at	TM7SF2	transmembrane 7 superfamily member 2	-1.267	2.491
210131_x_at	SDHC	succinate dehydrogenase complex subunit C	-0.88	4.728
210139_s_at	PMP22	peripheral myelin protein 22	2.07	5.077
210146_x_at	LILRB2	leukocyte immunoglobulin like receptor B2	2.012	2.355
210150_s_at	LAMA5	laminin subunit alpha 5	0.899	2.55
210164_at	GZMB	granzyme B	1.25	2.154
210165_at	DNASE1	deoxyribonuclease 1	-3.647	4.089
210166_at	TLR5	toll like receptor 5	-0.541	2.181
210186_s_at	LOC101929368///FKBP1A	uncharacterized LOC101929368///FK506 binding protein 1A	1.187	2.904
210194_at	PLA2R1	phospholipase A2 receptor 1	-2.856	2.63
210199_at	CRYAA	crystallin alpha A	-3.596	4.926
210201_x_at	BIN1	bridging integrator 1	-1.106	4.424
210202_s_at	BIN1	bridging integrator 1	-1.358	3.264
210211_s_at	HSP90AA1	heat shock protein 90 alpha family class A member 1	-0.528	2.952
210260_s_at	TNFAIP8	TNF alpha induced protein 8	2.489	5.478
210262_at	CRISP2	cysteine rich secretory protein 2	-2.256	2.618
210273_at	PCDH7	protocadherin 7	-0.613	2.188
210276_s_at	NOL12///TRIOBP	nucleolar protein 12///TRIO and F-actin binding protein	1.025	3.382
210289_at	NAT8B///NAT8	N-acetyltransferase 8B (putative, gene/pseudogene)///N-acetyltransferase 8 (putative)	-2.239	5.048
210298_x_at	FHL1	four and a half LIM domains 1	2.906	2.175
210299_s_at	FHL1	four and a half LIM domains 1	1.869	3.177
210321_at	GZMH	granzyme H	2.46	2.673
210326_at	AGXT	alanine-glyoxylate aminotransferase	-1.97	2.123
210327_s_at	AGXT	alanine-glyoxylate aminotransferase	-3.951	4.868
210337_s_at	ACLY	ATP citrate lyase	1.475	2.435
210340_s_at	CSF2RA	colony stimulating factor 2 receptor alpha subunit	1.736	2.864
210343_s_at	SLC22A6	solute carrier family 22 member 6	-4.201	6.568
210346_s_at	CLK4	CDC like kinase 4	0.721	2.43
210347_s_at	BCL11A	B-cell CLL/lymphoma 11A	0.933	2.153
210357_s_at	SMOX	spermine oxidase	1.077	2.369
210366_at	SLCO1B1	solute carrier organic anion transporter family member 1B1	-2.168	2.14
210370_s_at	LY9	lymphocyte antigen 9	1.956	2.575
210374_x_at	PTGER3	prostaglandin E receptor 3	-1.972	2.859
210375_at	PTGER3	prostaglandin E receptor 3	-1.679	3.066
210377_at	ACSM3	acyl-CoA synthetase medium-chain family member 3	-1.509	3.303
210397_at	DEFB1	defensin beta 1	-2.841	7.443
210398_x_at	FUT6	fucosyltransferase 6	-4.484	5.342
210399_x_at	FUT6	fucosyltransferase 6	-1.411	5.905
210402_at	KCNJ1	potassium voltage-gated channel subfamily J member 1	-6.512	9.267
210403_s_at	KCNJ1	potassium voltage-gated channel subfamily J member 1	-5.823	8.207
210406_s_at	WTH3DI///RAB6C///RAB6A	RAB6C-like///RAB6C, member RAS oncogene family///RAB6A, member RAS oncogene family	0.66	4.02
210407_at	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent 1A	-0.798	2.38
210408_s_at	CPNE6	copine 6	-2.148	2.18
210414_at	FLRT1	fibronectin leucine rich transmembrane protein 1	-1.236	3.234
210427_x_at	ANXA2	annexin A2	1.549	6.867
210432_s_at	SCN3A	sodium voltage-gated channel alpha subunit 3	-4.251	7.881
210437_at	MAGEA9B///MAGEA9	MAGE family member A9B///MAGE family member A9	1.556	3.061
210445_at	FABP6	fatty acid binding protein 6	4.189	2.531
210451_at	PKLR	pyruvate kinase, liver and RBC	-3.071	4.715
210452_x_at	CYP4F2	cytochrome P450 family 4 subfamily F member 2	-4.592	4.73
210453_x_at	ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G	-0.518	2.685
210460_s_at	PSMD4	proteasome 26S subunit, non-ATPase 4	0.533	2.256
210461_s_at	ABLIM1	actin binding LIM protein 1	-1.235	4.731
210463_x_at	TRMT1	tRNA methyltransferase 1	1.473	3.189
210477_x_at	MAPK8	mitogen-activated protein kinase 8	-0.77	2.044
210495_x_at	FN1	fibronectin 1	3.025	8.445
210510_s_at	NRP1	neuropilin 1	2.411	4.996
210511_s_at	INHBA	inhibin beta A subunit	3.376	3.971
210512_s_at	VEGFA	vascular endothelial growth factor A	1.722	8.594
210513_s_at	VEGFA	vascular endothelial growth factor A	1.447	3.65
210514_x_at	HLA-G	major histocompatibility complex, class I, G	1.438	3.297
210515_at	HNF1A	HNF1 homeobox A	-0.8	3.151
210517_s_at	AKAP12	A-kinase anchoring protein 12	1.203	2.847
210524_x_at			-3.26	6.609
210528_at	MR1	major histocompatibility complex, class I-related	2.435	2.871
210532_s_at	C14orf2	chromosome 14 open reading frame 2	-0.62	2.097
210538_s_at	BIRC3	baculoviral IAP repeat containing 3	3.331	3.334
210544_s_at	ALDH3A2	aldehyde dehydrogenase 3 family member A2	-1.777	6.033
210559_s_at	CDK1	cyclin dependent kinase 1	1.641	3.591
210565_at	GCGR	glucagon receptor	-3.983	6.31
210568_s_at	RECQL	RecQ like helicase	1.044	2.805
210573_s_at	POLR3C	RNA polymerase III subunit C	0.691	2.791
210577_at	CASR	calcium sensing receptor	-1.787	4.066
210584_s_at	RRP7BP///POLDIP3	ribosomal RNA processing 7 homolog B, pseudogene///DNA polymerase delta interacting protein 3	-1.433	2.282
210587_at	INHBE	inhibin beta E subunit	2.816	2.874
210588_x_at	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3	1.248	3.981
210592_s_at	SAT1	spermidine/spermine N1-acetyltransferase 1	-0.648	3.278
210594_x_at	MPZL1	myelin protein zero like 1	1.193	2.503
210601_at	CDH6	cadherin 6	0.732	2.18
210613_s_at	SYNGR1	synaptogyrin 1	-1.758	2.568
210619_s_at	HYAL1	hyaluronoglucosaminidase 1	-1.957	6.457
210621_s_at	RASA1	RAS p21 protein activator 1	0.573	2.169
210624_s_at	ILVBL	ilvB acetolactate synthase like	-0.847	4.217
210629_x_at	LST1	leukocyte specific transcript 1	2.277	5.687
210644_s_at	LAIR1	leukocyte associated immunoglobulin like receptor 1	1.433	5.438
210645_s_at	TTC3P1///TTC3	tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3	0.622	2.594
210650_s_at	PCLO	piccolo presynaptic cytomatrix protein	-0.958	2.225
210652_s_at	TTC39A	tetratricopeptide repeat domain 39A	1.7	3.168
210653_s_at	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta	-1.612	7.391
210657_s_at	SEPT4	septin 4	1.368	2.267
210667_s_at	C21orf33	chromosome 21 open reading frame 33	-0.861	2.943
210671_x_at	MAPK8	mitogen-activated protein kinase 8	-1.425	3.261
210694_s_at	MID1	midline 1	0.586	2.119
210695_s_at	WWOX	WW domain containing oxidoreductase	-0.655	2.927
210739_x_at	SLC4A4	solute carrier family 4 member 4	-1.622	4.703
210740_s_at	ITPK1	inositol-tetrakisphosphate 1-kinase	-0.695	3.947
210749_x_at	MIR4640///DDR1	microRNA 4640///discoidin domain receptor tyrosine kinase 1	-0.611	2.08
210751_s_at	RGN	regucalcin	-1.338	4.506
210754_s_at	LYN	LYN proto-oncogene, Src family tyrosine kinase	1.385	2.883
210758_at	PSIP1	PC4 and SFRS1 interacting protein 1	0.997	2.038
210759_s_at	PSMA1	proteasome subunit alpha 1	0.545	2.848
210761_s_at	GRB7	growth factor receptor bound protein 7	-0.743	2.819
210766_s_at	CSE1L	chromosome segregation 1 like	0.614	2.235
210774_s_at	NCOA4	nuclear receptor coactivator 4	-0.366	2.127
210775_x_at	CASP9	caspase 9	-0.56	2.656
210776_x_at	TCF3	transcription factor 3	0.934	2.7
210778_s_at	MIR4800///MXD4	microRNA 4800///MAX dimerization protein 4	-0.656	2.097
210784_x_at	LILRB3	leukocyte immunoglobulin like receptor B3	1.556	2.892
210785_s_at	THEMIS2	thymocyte selection associated family member 2	1.289	5.624
210807_s_at	SLC16A7	solute carrier family 16 member 7	-0.877	2.176
210809_s_at	POSTN	periostin	1.686	2.017
210811_s_at	DDX49	DEAD-box helicase 49	2.099	2.469
210822_at	RPL13P5///LRRC23	ribosomal protein L13 pseudogene 5///leucine rich repeat containing 23	2.213	2.684
210825_s_at	PEBP1	phosphatidylethanolamine binding protein 1	-1.2	6.235
210830_s_at	PON2	paraoxonase 2	1.349	2.594
210831_s_at	PTGER3	prostaglandin E receptor 3	-2.456	3.251
210832_x_at	PTGER3	prostaglandin E receptor 3	-2.158	2.795
210833_at	PTGER3	prostaglandin E receptor 3	-2.899	3.039
210840_s_at	IQGAP1	IQ motif containing GTPase activating protein 1	0.867	3.758
210845_s_at	PLAUR	plasminogen activator, urokinase receptor	1.235	2.567
210852_s_at	AASS	aminoadipate-semialdehyde synthase	-1.714	2.698
210858_x_at	ATM	ATM serine/threonine kinase	0.577	2.09
210869_s_at	MIR6756///MCAM	microRNA 6756///melanoma cell adhesion molecule	2.544	4.489
210870_s_at	EPM2A	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)	-1.211	2.496
210875_s_at	ZEB1	zinc finger E-box binding homeobox 1	2.676	3.27
210879_s_at	RAB11FIP5	RAB11 family interacting protein 5	-0.76	3.11
210880_s_at	EFS	embryonal Fyn-associated substrate	-1.392	2.346
210889_s_at	FCGR2B	Fc fragment of IgG receptor IIb	2.857	3.098
210895_s_at	CD86	CD86 molecule	2.309	4.654
210896_s_at	ASPH	aspartate beta-hydroxylase	0.825	2.242
210905_x_at	POU5F1P4	POU class 5 homeobox 1 pseudogene 4	2.297	3.127
210909_x_at	LPAL2	lipoprotein(a) like 2, pseudogene	-1.712	3.106
210915_x_at	TRBC1	T cell receptor beta constant 1	2.155	2.589
210916_s_at	CD44	CD44 molecule (Indian blood group)	2.434	3.441
210942_s_at	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	-0.789	2.13
210944_s_at	CAPN3	calpain 3	-1.19	2.695
210950_s_at	FDFT1	farnesyl-diphosphate farnesyltransferase 1	-0.734	2.615
210951_x_at	RAB27A	RAB27A, member RAS oncogene family	1.093	2.39
210957_s_at	AFF2	AF4/FMR2 family member 2	-1.712	2.428
210968_s_at	RTN4	reticulon 4	-0.802	4.129
210976_s_at	PFKM	phosphofructokinase, muscle	-0.902	3.865
210982_s_at	HLA-DRA	major histocompatibility complex, class II, DR alpha	2.025	5.511
210983_s_at	MCM7	minichromosome maintenance complex component 7	1.734	3.822
210986_s_at	TPM1	tropomyosin 1 (alpha)	1.552	7.284
210987_x_at	TPM1	tropomyosin 1 (alpha)	1.735	7.874
210992_x_at	FCGR2C	Fc fragment of IgG receptor IIc (gene/pseudogene)	2.713	2.873
210997_at	HGF	hepatocyte growth factor	2.727	2.872
211002_s_at	TRIM29	tripartite motif containing 29	-1.863	2.147
211003_x_at	TGM2	transglutaminase 2	3.01	2.397
211012_s_at	PML	promyelocytic leukemia	1.664	3.202
211023_at	PDHB	pyruvate dehydrogenase (lipoamide) beta	-1.425	6.153
211028_s_at	KHK	ketohexokinase	-1.412	4.667
211032_at	COBLL1	cordon-bleu WH2 repeat protein like 1	-2.442	3.221
211033_s_at	PEX7	peroxisomal biogenesis factor 7	-0.946	3.437
211042_x_at	MIR6756///MCAM	microRNA 6756///melanoma cell adhesion molecule	0.669	2.482
211048_s_at	PDIA4	protein disulfide isomerase family A member 4	0.902	2.384
211058_x_at	TUBA1B	tubulin alpha 1b	1.206	6.125
211060_x_at	GPAA1	glycosylphosphatidylinositol anchor attachment 1	-0.75	2.158
211063_s_at	NCK1	NCK adaptor protein 1	0.786	3.448
211066_x_at	PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3	protocadherin gamma subfamily A, 1///protocadherin gamma subfamily A, 2///protocadherin gamma subfamily A, 3///protocadherin gamma subfamily A, 4///protocadherin gamma subfamily A, 5///protocadherin gamma subfamily A, 6///protocadherin gamma subfamily A, 7///protocadherin gamma subfamily A, 9///protocadherin gamma subfamily A, 10///protocadherin gamma subfamily A, 11///protocadherin gamma subfamily B, 1///protocadherin gamma subfamily B, 2///protocadherin gamma subfamily B, 3///protocadherin gamma subfamily B, 5///protocadherin gamma subfamily B, 6///protocadherin gamma subfamily B, 7///protocadherin gamma subfamily C, 4///protocadherin gamma subfamily C, 5///protocadherin gamma subfamily A, 12///protocadherin gamma subfamily A, 8///protocadherin gamma subfamily B, 4///protocadherin gamma subfamily C, 3	0.837	2.867
211067_s_at	GAS7	growth arrest specific 7	1.934	3.333
211072_x_at	TUBA1B	tubulin alpha 1b	1.257	6.063
211075_s_at	CD47	CD47 molecule	0.928	3.997
211100_x_at	LILRA2	leukocyte immunoglobulin like receptor A2	2.406	3.964
211101_x_at	LILRA2	leukocyte immunoglobulin like receptor A2	2.561	3.496
211113_s_at	ABCG1	ATP binding cassette subfamily G member 1	0.968	3.253
211116_at	SLC9A2	solute carrier family 9 member A2	-2.565	3.75
211121_s_at	DOK1	docking protein 1	2.11	4.14
211122_s_at	CXCL11	C-X-C motif chemokine ligand 11	1.77	2.129
211123_at	SLC5A5	solute carrier family 5 member 5	-1.015	2.204
211136_s_at	CLPTM1	CLPTM1, transmembrane protein	-1.274	2.704
211143_x_at	NR4A1	nuclear receptor subfamily 4 group A member 1	-1.719	2.128
211148_s_at	ANGPT2	angiopoietin 2	4.86	4.191
211157_at			-1.286	2.419
211160_x_at	ACTN1	actinin alpha 1	2.308	3.746
211161_s_at	COL3A1	collagen type III alpha 1 chain	3.091	4.306
211163_s_at	TNFRSF10C	TNF receptor superfamily member 10c	2.605	4.041
211168_s_at	UPF1	UPF1, RNA helicase and ATPase	-0.443	2.184
211175_at	GPR45	G protein-coupled receptor 45	1.528	2.182
211177_s_at	TXNRD2	thioredoxin reductase 2	-1.09	4.837
211190_x_at	CD84	CD84 molecule	0.877	2.828
211192_s_at	CD84	CD84 molecule	1.696	2.264
211205_x_at	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha	2.284	2.673
211210_x_at	SH2D1A	SH2 domain containing 1A	1.68	3.295
211219_s_at	LHX2	LIM homeobox 2	1.877	2.033
211231_x_at	CYP4A11	cytochrome P450 family 4 subfamily A member 11	-2.538	5.952
211276_at	TCEAL2	transcription elongation factor A like 2	-3.023	6.193
211298_s_at	ALB	albumin	-5.986	6.008
211329_x_at	HFE	hemochromatosis	1.61	3.048
211339_s_at	ITK	IL2 inducible T-cell kinase	1.269	2.313
211340_s_at	MIR6756///MCAM	microRNA 6756///melanoma cell adhesion molecule	1.649	3.18
211348_s_at	CDC14B	cell division cycle 14B	-1.742	2.76
211357_s_at	ALDOB	aldolase, fructose-bisphosphate B	-5.52	7.81
211366_x_at	CASP1	caspase 1	2.305	7.422
211367_s_at	CASP1	caspase 1	2.643	5.285
211368_s_at	CASP1	caspase 1	2.928	6.7
211380_s_at	PRKG1	protein kinase, cGMP-dependent, type I	-1.304	2.091
211384_s_at	CASR	calcium sensing receptor	-4.095	6.87
211395_x_at	FCGR2C	Fc fragment of IgG receptor IIc (gene/pseudogene)	1.89	4.977
211416_x_at	GGTLC1	gamma-glutamyltransferase light chain 1	-0.687	2.257
211422_at	TRPM3	transient receptor potential cation channel subfamily M member 3	-1.529	2.143
211423_s_at	SC5D	sterol-C5-desaturase	-0.781	3.106
211424_x_at	METTL7A	methyltransferase like 7A	-1.505	2.98
211426_x_at	GNAQ	G protein subunit alpha q	-0.783	2.23
211432_s_at	TYRO3	TYRO3 protein tyrosine kinase	-2.039	5.589
211434_s_at	CCRL2	C-C motif chemokine receptor like 2	1.548	2.518
211454_x_at	FKSG49	FKSG49	-0.69	2.642
211456_x_at	MT1HL1	metallothionein 1H-like 1	-3.153	4.891
211458_s_at	GABARAPL3///GABARAPL1	GABA type A receptor associated protein like 3 pseudogene///GABA type A receptor associated protein like 1	-1.782	8.048
211465_x_at	FUT6	fucosyltransferase 6	-1.482	7.374
211470_s_at	SULT1C2	sulfotransferase family 1C member 2	-1.747	3.594
211475_s_at	BAG1	BCL2 associated athanogene 1	-1.077	4.19
211483_x_at	CAMK2B	calcium/calmodulin dependent protein kinase II beta	-0.829	2.189
211494_s_at	SLC4A4	solute carrier family 4 member 4	-1.601	5.126
211501_s_at	EIF3B	eukaryotic translation initiation factor 3 subunit B	0.531	2.265
211503_s_at	RAB14	RAB14, member RAS oncogene family	-0.585	2.768
211504_x_at	ROCK2	Rho associated coiled-coil containing protein kinase 2	-0.886	2.971
211505_s_at	STAU1	staufen double-stranded RNA binding protein 1	-0.822	2.568
211509_s_at	RTN4	reticulon 4	-0.459	3.356
211527_x_at	VEGFA	vascular endothelial growth factor A	2.609	4.492
211528_x_at	HLA-G	major histocompatibility complex, class I, G	1.076	3.532
211529_x_at	HLA-G	major histocompatibility complex, class I, G	1.253	4.408
211530_x_at	HLA-G	major histocompatibility complex, class I, G	1.484	2.877
211538_s_at	HSPA2	heat shock protein family A (Hsp70) member 2	-2.587	4.641
211548_s_at	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)	-3.039	5.282
211549_s_at	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)	-2.069	2.907
211552_s_at	ALDH4A1	aldehyde dehydrogenase 4 family member A1	-1.463	2.945
211555_s_at	GUCY1B3	guanylate cyclase 1 soluble subunit beta	0.885	3.367
211559_s_at	CCNG2	cyclin G2	-0.699	2.028
211569_s_at	HADH	hydroxyacyl-CoA dehydrogenase	-2.015	6.244
211571_s_at	VCAN	versican	3.975	2.656
211580_s_at	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	1.92	2.768
211581_x_at	LST1	leukocyte specific transcript 1	2.529	5.991
211582_x_at	LST1	leukocyte specific transcript 1	3.903	8.758
211597_s_at	HOPX	HOP homeobox	1.216	2.866
211600_at	PTPRO	protein tyrosine phosphatase, receptor type O	-1.276	6.559
211623_s_at	FBL	fibrillarin	0.833	2.865
211631_x_at	B4GALT1	beta-1,4-galactosyltransferase 1	-0.824	2.434
211654_x_at	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	2.071	2.389
211656_x_at	LOC101060835///HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1	2.347	3.845
211660_at	POU2F2	POU class 2 homeobox 2	-0.776	2.029
211663_x_at	PTGDS	prostaglandin D2 synthase	-2.619	8.747
211667_x_at	TRAV12-2	T cell receptor alpha variable 12-2	-2.187	2.629
211671_s_at	NR3C1	nuclear receptor subfamily 3 group C member 1	0.717	3.192
211675_s_at	MDFIC	MyoD family inhibitor domain containing	1.289	4.508
211676_s_at	IFNGR1	interferon gamma receptor 1	1.228	4.194
211682_x_at	UGT2B28	UDP glucuronosyltransferase family 2 member B28	-2.521	4.193
211689_s_at	TMPRSS2	transmembrane protease, serine 2	-4.897	9.157
211712_s_at	ANXA9	annexin A9	-2.325	4.514
211714_x_at	TUBB	tubulin beta class I	1.131	4.895
211715_s_at	BDH1	3-hydroxybutyrate dehydrogenase, type 1	-3.1	4.808
211717_at	ANKRD40	ankyrin repeat domain 40	2.132	2.738
211719_x_at	FN1	fibronectin 1	3.578	9.551
211720_x_at	RPLP0	ribosomal protein lateral stalk subunit P0	0.414	2.283
211724_x_at	MIOS	meiosis regulator for oocyte development	0.507	2.34
211725_s_at	BID	BH3 interacting domain death agonist	1.536	4.962
211731_x_at	SSX3	SSX family member 3	-1.111	2.51
211742_s_at	EVI2B	ecotropic viral integration site 2B	2.174	5.148
211744_s_at	CD58	CD58 molecule	1.177	3.369
211748_x_at	PTGDS	prostaglandin D2 synthase	-3.01	6.815
211750_x_at	TUBA1C	tubulin alpha 1c	0.809	4.56
211752_s_at	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	-1.027	3.989
211755_s_at	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1	-0.449	3.73
211756_at	PTHLH	parathyroid hormone like hormone	2.713	2.246
211758_x_at	TXNDC9	thioredoxin domain containing 9	0.537	2.919
211759_x_at	TBCB	tubulin folding cofactor B	0.417	2.02
211769_x_at	SERINC3	serine incorporator 3	0.726	2.24
211774_s_at	MMACHC	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	-0.992	2.128
211778_s_at	OVOL2	ovo like zinc finger 2	-0.926	3.413
211787_s_at	LOC101928634///SENP3-EIF4A1///SNORD10///SNORA48///SNORA67///EIF4A1	uncharacterized LOC101928634///SENP3-EIF4A1 readthrough (NMD candidate)///small nucleolar RNA, C/D box 10///small nucleolar RNA, H/ACA box 48///small nucleolar RNA, H/ACA box 67///eukaryotic translation initiation factor 4A1	0.771	3.445
211795_s_at	FYB	FYN binding protein	1.361	2.373
211796_s_at	TRBC1	T cell receptor beta constant 1	4.768	3.41
211799_x_at	HLA-C	major histocompatibility complex, class I, C	1.701	4.18
211806_s_at	KCNJ15	potassium voltage-gated channel subfamily J member 15	-1.922	6.723
211813_x_at	DCN	decorin	-1.542	2.773
211822_s_at	NLRP1	NLR family pyrin domain containing 1	2.172	3.19
211824_x_at	NLRP1	NLR family pyrin domain containing 1	1.408	2.09
211846_s_at	NECTIN1	nectin cell adhesion molecule 1	-1.085	3.022
211864_s_at	MYOF	myoferlin	2.063	4.764
211882_x_at	FUT6	fucosyltransferase 6	-3.621	4.747
211883_x_at	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1	-0.705	3.22
211885_x_at	FUT6	fucosyltransferase 6	-3.034	3.704
211887_x_at	MSR1	macrophage scavenger receptor 1	2.34	4.17
211889_x_at	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1	-0.817	2.018
211890_x_at	CAPN3	calpain 3	-2.026	2.826
211896_s_at	DCN	decorin	-1.602	2.441
211911_x_at	HLA-B	major histocompatibility complex, class I, B	1.356	3.96
211917_s_at	PRLR	prolactin receptor	-2.095	3.286
211919_s_at	CXCR4	C-X-C motif chemokine receptor 4	2.628	7.821
211920_at	CFB	complement factor B	-1.756	2.216
211922_s_at	CAT	catalase	-1.337	4.474
211929_at	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3	0.747	3.143
211939_x_at	BTF3	basic transcription factor 3	0.474	2.962
211941_s_at	PEBP1	phosphatidylethanolamine binding protein 1	-1.626	8.067
211943_x_at	LOC101928826///TPT1	uncharacterized LOC101928826///tumor protein, translationally-controlled 1	-0.425	3.102
211945_s_at	ITGB1	integrin subunit beta 1	1.015	7.072
211946_s_at	PRRC2C	proline rich coiled-coil 2C	0.792	4.852
211963_s_at	ARPC5	actin related protein 2/3 complex subunit 5	1.013	5.472
211964_at	COL4A2	collagen type IV alpha 2 chain	1.123	2.762
211967_at	TMEM123	transmembrane protein 123	0.596	3.322
211968_s_at	HSP90AA1	heat shock protein 90 alpha family class A member 1	-1.253	5.571
211969_at	HSP90AA1	heat shock protein 90 alpha family class A member 1	-0.886	4.725
211976_at	NUDT3	nudix hydrolase 3	-0.579	2.33
211980_at	COL4A1	collagen type IV alpha 1 chain	1.838	5.217
211981_at	COL4A1	collagen type IV alpha 1 chain	2.641	3.479
211984_at	CALM3///CALM2///CALM1	calmodulin 3///calmodulin 2///calmodulin 1	-0.81	2.601
211985_s_at	CALM3///CALM2///CALM1	calmodulin 3///calmodulin 2///calmodulin 1	-0.959	2.993
211986_at	AHNAK	AHNAK nucleoprotein	1.265	3.528
211987_at	TOP2B	topoisomerase (DNA) II beta	-0.698	3.102
211988_at	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	0.451	2.222
211989_at	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	0.57	2.602
211990_at	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	1.816	8.083
211991_s_at	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	2.69	8.352
211992_at	WNK1	WNK lysine deficient protein kinase 1	-1.524	7.443
211994_at	WNK1	WNK lysine deficient protein kinase 1	-1.465	6.527
212012_at	PXDN	peroxidasin	1.942	4.89
212013_at	PXDN	peroxidasin	3.05	4.456
212014_x_at	CD44	CD44 molecule (Indian blood group)	1.571	3.101
212021_s_at	MKI67	marker of proliferation Ki-67	0.67	2.747
212032_s_at	PTOV1	prostate tumor overexpressed 1	-0.944	3.638
212034_s_at	EXOC7	exocyst complex component 7	-0.451	2.065
212040_at	TGOLN2	trans-golgi network protein 2	-1.099	3.864
212041_at	ATP6V0D1	ATPase H+ transporting V0 subunit d1	-0.974	2.956
212048_s_at	YARS	tyrosyl-tRNA synthetase	0.922	5.293
212049_at	WIPF2	WAS/WASL interacting protein family member 2	-0.466	2.186
212053_at	LOC102724985///PDXDC1	pyridoxal-dependent decarboxylase domain-containing protein 1///pyridoxal dependent decarboxylase domain containing 1	-0.646	2.51
212058_at	U2SURP	U2 snRNP associated SURP domain containing	0.804	3.81
212060_at	U2SURP	U2 snRNP associated SURP domain containing	1.117	2.676
212063_at	CD44	CD44 molecule (Indian blood group)	1.974	5.145
212077_at	CALD1	caldesmon 1	0.885	3.498
212088_at	PMPCA	peptidase, mitochondrial processing alpha subunit	-0.441	2.077
212095_s_at	MTUS1	microtubule associated tumor suppressor 1	-1.424	2.903
212097_at	CAV1	caveolin 1	3.004	8.203
212098_at	MGAT5	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase	-0.822	4.954
212108_at	FAF2	Fas associated factor family member 2	0.544	2.052
212110_at	SLC39A14	solute carrier family 39 member 14	1.034	2.76
212114_at	ATXN7L3B	ataxin 7 like 3B	-0.488	3.073
212115_at	HN1L	hematological and neurological expressed 1 like	1.431	3.841
212132_at	LSM14A	LSM14A, mRNA processing body assembly factor	0.529	2.217
212135_s_at	ATP2B4	ATPase plasma membrane Ca2+ transporting 4	0.857	5.36
212136_at	ATP2B4	ATPase plasma membrane Ca2+ transporting 4	0.683	3.798
212138_at	PDS5A	PDS5 cohesin associated factor A	0.773	3.806
212143_s_at	IGFBP3	insulin like growth factor binding protein 3	3.07	7.644
212148_at	PBX1	PBX homeobox 1	-1.252	4.287
212150_at	EFR3A	EFR3 homolog A	0.707	3.051
212151_at	PBX1	PBX homeobox 1	-1.312	4.549
212155_at	RNF187	ring finger protein 187	0.98	3.317
212160_at	XPOT	exportin for tRNA	0.831	2.347
212166_at	XPO7	exportin 7	-0.638	2.337
212171_x_at	VEGFA	vascular endothelial growth factor A	2.117	7.355
212175_s_at	AK2	adenylate kinase 2	-0.736	3.312
212180_at	CRKL	CRK like proto-oncogene, adaptor protein	0.504	2.825
212181_s_at	NUDT4P1///NUDT4P2///NUDT4	nudix hydrolase 4 pseudogene 1///nudix hydrolase 4 pseudogene 2///nudix hydrolase 4	-1.211	4.071
212183_at	NUDT4P1///NUDT4	nudix hydrolase 4 pseudogene 1///nudix hydrolase 4	-2.7	4.126
212185_x_at	MT2A	metallothionein 2A	-1.831	4.806
212187_x_at	PTGDS	prostaglandin D2 synthase	-2.971	5.637
212190_at	SERPINE2	serpin family E member 2	0.862	2.388
